State,County,Violent_crime,MNNM,"Rape
(revised 
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated 
assault","Property 
crime",Burglary,"Larceny-
theft","Motor 
vehicle 
theft",Arson3
Alabama,Autauga,72,0,15,,3,54,444,160,238,46,
Alabama,Baldwin,111,0,13,,27,71,674,250,380,44,
Alabama,Bibb,8,0,0,,0,8,123,65,40,18,
Alabama,Blount,91,0,9,,0,82,947,302,562,83,
Alabama,Calhoun,28,0,7,,5,16,453,183,259,11,
Alabama,Chilton,84,1,23,,1,59,604,228,332,44,
Alabama,Elmore,69,0,18,,6,45,783,269,494,20,
Alabama,Etowah,110,2,25,,3,80,607,261,310,36,
Alabama,Geneva,36,1,10,,1,24,296,87,186,23,
Alabama,Hale,39,0,3,,1,35,137,44,78,15,
Alabama,Henry,27,2,4,,1,20,146,75,61,10,
Alabama,Houston,103,0,25,,12,66,605,185,361,59,
Alabama,Jefferson,705,5,81,,183,436,"3,678","1,908","1,664",106,31
Alabama,Lawrence,65,2,9,,5,49,459,142,286,31,
Alabama,Limestone,86,0,14,,5,67,787,263,468,56,
Alabama,Lowndes,32,2,6,,1,23,213,99,88,26,
Alabama,Madison,317,1,62,,30,224,"2,215",630,"1,418",167,
Alabama,Mobile,224,5,48,,40,131,"2,387",739,"1,421",227,
Alabama,Montgomery,12,0,0,,3,9,146,76,53,17,
Alabama,Russell,55,3,10,,1,41,375,122,219,34,
Alabama,Tuscaloosa,223,6,7,,26,184,"1,446",461,872,113,
Alabama,Barbour,21,1,2,,2,16,115,43,63,9,
Alabama,Butler,35,1,6,,0,28,141,49,85,7,
Alabama,Chambers,4,0,0,,0,4,120,69,45,6,
Alabama,Cherokee,64,1,12,,1,50,448,169,250,29,
Alabama,Choctaw,7,0,0,,0,7,42,19,22,1,
Alabama,Clarke,56,0,6,,4,46,135,62,57,16,
Alabama,Cleburne,3,0,0,,0,3,100,38,61,1,
Alabama,Coffee,22,0,2,,2,18,174,68,90,16,
Alabama,Conecuh,28,1,4,,1,22,89,29,54,6,
Alabama,Coosa,13,0,2,,1,10,212,82,119,11,
Alabama,Covington,50,0,17,,1,32,381,105,246,30,
Alabama,Crenshaw,54,2,9,,4,39,153,68,71,14,
Alabama,Cullman,53,3,33,,1,16,929,310,563,56,
Alabama,Dale,34,1,9,,0,24,163,43,107,13,
Alabama,Dallas,60,2,9,,6,43,509,176,305,28,
Alabama,De Kalb,157,2,31,,3,121,801,333,395,73,
Alabama,Fayette,8,0,1,,1,6,97,31,58,8,
Alabama,Franklin,47,1,8,,4,34,285,102,173,10,
Alabama,Greene,35,1,1,,3,30,92,32,48,12,
Alabama,Jackson,100,1,33,,1,65,577,220,298,59,
Alabama,Macon,28,0,2,,6,20,189,84,88,17,
Alabama,Marengo,35,1,2,,2,30,194,72,107,15,
Alabama,Marion,22,1,2,,0,19,168,59,97,12,
Alabama,Monroe,20,0,0,,1,19,121,50,65,6,
Alabama,Pike,18,1,3,,2,12,107,29,71,7,
Alabama,Randolph,7,0,1,,0,6,176,81,94,1,
Alabama,Sumter,21,2,1,,3,15,71,30,37,4,
Alabama,Talladega,79,1,11,,11,56,858,315,479,64,
Alabama,Tallapoosa,21,2,10,,0,9,186,75,103,8,
Alabama,Washington,34,0,1,,0,33,165,55,97,13,
Alabama,Wilcox,29,2,2,,2,23,79,15,56,8,
Alabama,Winston,26,2,5,,0,19,168,86,74,8,
Arizona,Cochise,231,2,,9,9,211,706,106,558,42,0
Arizona,Coconino,109,1,,22,3,83,421,136,269,16,28
Arizona,Maricopa,"1,100",18,,79,78,925,"5,227","1,231","3,471",525,58
Arizona,Mohave,132,7,,5,13,107,"2,140",787,"1,190",163,
Arizona,Pima,679,16,,80,153,430,"9,606","2,124","6,794",688,74
Arizona,Pinal4,158,8,,28,18,104,,618,"2,754",,12
Arizona,Yavapai,160,1,,30,7,122,"1,242",396,736,110,10
Arizona,Yuma,163,6,15,,4,138,"1,179",557,539,83,9
Arizona,Apache,53,0,,2,3,48,206,96,101,9,35
Arizona,Gila,64,1,,3,1,59,407,89,278,40,
Arizona,Graham,96,0,,1,0,95,172,50,103,19,1
Arizona,La Paz,53,0,,0,4,49,386,103,255,28,1
Arizona,Navajo,54,0,,4,0,50,505,268,190,47,4
Arizona,Santa Cruz,2,0,,0,1,1,202,78,89,35,0
Arkansas,Benton,85,1,27,,2,55,417,198,197,22,8
Arkansas,Cleveland,1,0,0,,0,1,99,52,44,3,2
Arkansas,Craighead,16,0,8,,0,8,258,114,136,8,3
Arkansas,Crawford,91,1,6,,2,82,404,91,279,34,0
Arkansas,Crittenden,140,0,6,,3,131,453,163,254,36,4
Arkansas,Faulkner,95,1,23,,1,70,"1,179",347,708,124,7
Arkansas,Garland,319,2,45,,17,255,"1,997",826,"1,076",95,0
Arkansas,Grant,20,0,2,,0,18,202,75,111,16,0
Arkansas,Jefferson,53,2,13,,1,37,537,210,269,58,4
Arkansas,Lincoln,6,0,0,,0,6,52,27,22,3,0
Arkansas,Lonoke,52,1,6,,2,43,339,72,181,86,6
Arkansas,Madison,34,0,4,,2,28,107,61,43,3,2
Arkansas,Perry,39,0,4,,0,35,233,73,155,5,0
Arkansas,Poinsett,4,0,2,,1,1,99,1,97,1,0
Arkansas,Pulaski,317,0,16,,28,273,"2,247",885,"1,149",213,17
Arkansas,Sebastian,55,0,7,,1,47,334,99,219,16,1
Arkansas,Washington,160,1,17,,1,141,492,191,270,31,5
Arkansas,Arkansas,16,2,2,,0,12,144,33,88,23,0
Arkansas,Ashley,14,0,5,,0,9,199,59,127,13,1
Arkansas,Baxter,18,1,6,,0,11,670,180,465,25,1
Arkansas,Bradley,9,0,0,,1,8,29,8,14,7,0
Arkansas,Calhoun,4,0,1,,0,3,18,5,8,5,0
Arkansas,Carroll,25,0,4,,0,21,302,51,230,21,0
Arkansas,Chicot,5,0,0,,2,3,98,37,60,1,0
Arkansas,Clark,10,0,1,,0,9,114,37,72,5,0
Arkansas,Clay,19,0,12,,0,7,52,25,27,0,2
Arkansas,Cleburne,34,1,3,,1,29,516,210,279,27,4
Arkansas,Columbia,33,0,2,,2,29,135,39,82,14,1
Arkansas,Conway,20,0,1,,0,19,348,74,249,25,4
Arkansas,Cross,37,0,4,,0,33,172,69,91,12,1
Arkansas,Dallas,3,0,1,,0,2,41,20,21,0,1
Arkansas,Drew,31,0,2,,1,28,157,51,90,16,3
Arkansas,Franklin,28,0,4,,0,24,217,71,139,7,3
Arkansas,Fulton,16,0,4,,0,12,66,0,53,13,1
Arkansas,Greene,13,0,0,,0,13,263,99,160,4,2
Arkansas,Hempstead,61,0,9,,1,51,274,64,191,19,6
Arkansas,Howard,7,0,4,,0,3,112,43,68,1,2
Arkansas,Independence,179,4,21,,13,141,"1,393",513,801,79,19
Arkansas,Izard,21,2,4,,0,15,251,90,159,2,3
Arkansas,Johnson,22,2,9,,0,11,203,143,55,5,2
Arkansas,Lawrence,1,0,0,,0,1,59,13,45,1,0
Arkansas,Logan,24,2,4,,0,18,276,119,136,21,2
Arkansas,Marion,42,1,4,,1,36,191,72,117,2,2
Arkansas,Mississippi,36,0,4,,3,29,428,114,254,60,1
Arkansas,Montgomery,12,0,5,,0,7,70,22,38,10,0
Arkansas,Newton,22,0,0,,0,22,91,36,49,6,0
Arkansas,Ouachita,19,1,1,,0,17,134,55,71,8,1
Arkansas,Pike,10,4,4,,0,2,61,19,39,3,0
Arkansas,Polk,21,0,7,,0,14,202,61,127,14,6
Arkansas,Pope,68,0,7,,2,59,432,164,237,31,1
Arkansas,Randolph,19,0,1,,1,17,257,75,170,12,6
Arkansas,Scott,11,0,2,,1,8,115,56,50,9,1
Arkansas,Searcy,18,0,1,,0,17,30,8,17,5,0
Arkansas,Sevier,19,0,3,,1,15,203,71,113,19,1
Arkansas,St. Francis,14,1,2,,1,10,344,103,240,1,2
Arkansas,Stone,28,0,4,,0,24,229,87,129,13,3
Arkansas,Union,51,2,2,,5,42,395,119,245,31,1
Arkansas,Van Buren,36,1,2,,0,33,311,58,220,33,3
Arkansas,White,59,2,11,,3,43,"1,161",460,593,108,5
Arkansas,Yell,27,0,3,,2,22,244,86,138,20,2
California,Alameda,648,5,,21,194,428,"2,409",659,947,803,21
California,Butte,96,7,,10,17,62,"1,210",515,686,9,0
California,Contra Costa,429,6,,29,118,276,"2,138",838,"1,288",12,18
California,El Dorado,210,2,,26,16,166,"2,066",747,"1,269",50,4
California,Fresno,849,11,,8,93,737,"4,212","1,358","2,133",721,142
California,Imperial,199,1,,14,11,173,714,260,433,21,8
California,Kern,"2,157",23,,92,409,"1,633","10,641","3,859","5,044","1,738",254
California,Kings,171,4,,12,16,139,593,235,303,55,9
California,Los Angeles,"5,323",72,,171,"1,357","3,723","16,004","4,363","8,095","3,546",157
California,Madera,367,6,,28,18,315,"1,365",666,675,24,4
California,Marin,99,2,,7,12,78,710,269,440,1,3
California,Merced,545,17,,15,36,477,"1,833",687,"1,116",30,3
California,Monterey,205,12,,11,46,136,"1,412",482,906,24,6
California,Napa,39,0,,5,4,30,372,140,229,3,3
California,Orange,241,1,,9,23,208,"1,241",261,877,103,6
California,Placer,262,1,,28,13,220,"1,763",640,"1,083",40,8
California,Riverside,692,20,,30,142,500,"7,786","2,405","4,192","1,189",25
California,Sacramento,"3,033",30,,158,"1,027","1,818","12,011","4,211","7,683",117,65
California,San Benito,50,0,,7,5,38,205,61,139,5,0
California,San Bernardino,980,18,,59,133,770,"6,029","2,219","2,560","1,250",71
California,San Diego,"1,505",6,,78,206,"1,215","5,607","1,682","3,092",833,41
California,San Joaquin,640,14,,20,144,462,"4,331","1,520","2,651",160,12
California,San Luis Obispo,298,2,,26,9,261,"1,327",540,781,6,4
California,San Mateo,310,0,,13,51,246,"2,792",545,"1,959",288,13
California,Santa Barbara,268,1,,42,29,196,"1,773",569,"1,191",13,10
California,Santa Clara,189,3,,13,23,150,"1,490",363,951,176,0
California,Santa Cruz,296,3,,20,35,238,"1,874",740,"1,118",16,15
California,Shasta,501,8,,27,29,437,961,504,408,49,63
California,Solano,121,1,,8,15,97,404,209,170,25,11
California,Sonoma,592,5,,33,51,503,"1,357",552,795,10,17
California,Stanislaus,365,13,,20,106,226,"2,451","1,076","1,312",63,10
California,Sutter,70,2,,7,5,56,904,341,504,59,1
California,Tulare4,641,18,,20,108,495,,"1,180","1,613",,
California,Ventura,123,3,,13,23,84,"1,027",307,648,72,18
California,Yolo,43,0,,4,3,36,409,134,261,14,9
California,Yuba,185,3,,22,24,136,"1,303",457,839,7,13
California,Alpine,6,0,,0,0,6,33,8,25,0,0
California,Amador,67,0,,5,7,55,440,176,262,2,5
California,Calaveras,121,5,,20,10,86,843,332,504,7,0
California,Colusa,24,0,,3,1,20,308,92,209,7,0
California,Del Norte,81,0,,13,16,52,272,161,109,2,11
California,Glenn,107,0,,9,4,94,325,120,198,7,1
California,Humboldt,153,3,,18,32,100,"1,149",596,520,33,13
California,Inyo,47,0,,7,1,39,183,74,107,2,1
California,Lake,216,2,,16,29,169,759,373,380,6,8
California,Lassen,43,0,,7,0,36,169,74,93,2,3
California,Mariposa,84,0,,6,1,77,291,98,190,3,0
California,Mendocino,265,4,,21,21,219,683,309,361,13,24
California,Modoc,41,1,,8,1,31,85,34,48,3,2
California,Mono,10,0,,0,0,10,68,20,46,2,0
California,Nevada,274,2,,13,8,251,631,353,272,6,1
California,Plumas,90,1,,12,2,75,370,141,227,2,2
California,Sierra,7,0,,0,0,7,77,43,32,2,0
California,Siskiyou,23,0,,0,0,23,178,91,85,2,0
California,Tehama,158,1,,7,3,147,274,99,175,0,14
California,Trinity,30,1,,1,5,23,106,46,60,0,0
California,Tuolumne,90,0,,6,8,76,771,385,382,4,4
Colorado,Adams,429,7,104,,45,273,"2,428",523,"1,401",504,17
Colorado,Arapahoe,225,1,29,,30,165,"1,228",311,808,109,32
Colorado,Clear Creek,17,0,2,,0,15,60,15,41,4,0
Colorado,Douglas,126,0,45,,6,75,"1,347",298,970,79,15
Colorado,El Paso,475,13,93,,36,333,"2,588",769,"1,578",241,23
Colorado,Gilpin,4,0,1,,0,3,35,8,22,5,0
Colorado,Jefferson,142,2,39,,10,91,"2,618",458,"2,016",144,14
Colorado,Larimer,121,1,32,,7,81,835,179,617,39,9
Colorado,Mesa,180,2,62,,4,112,"1,072",224,786,62,5
Colorado,Park,13,1,5,,1,6,59,21,34,4,2
Colorado,Pueblo,50,3,6,,8,33,"1,238",217,943,78,7
Colorado,Teller,10,2,3,,0,5,87,42,44,1,1
Colorado,Weld,121,0,15,,2,104,677,182,414,81,8
Colorado,Alamosa,1,0,0,,0,1,47,5,42,0,1
Colorado,Archuleta,14,0,4,,0,10,151,86,60,5,1
Colorado,Baca,8,0,3,,0,5,6,2,2,2,0
Colorado,Bent,10,0,2,,0,8,88,28,57,3,1
Colorado,Chaffee,9,0,2,,1,6,86,32,50,4,1
Colorado,Cheyenne,1,0,1,,0,0,8,0,7,1,0
Colorado,Conejos,7,1,0,,0,6,31,12,15,4,1
Colorado,Costilla,3,0,0,,0,3,13,10,1,2,0
Colorado,Crowley,5,0,0,,0,5,2,2,0,0,0
Colorado,Custer,6,0,2,,0,4,48,14,29,5,0
Colorado,Delta,5,1,3,,0,1,97,15,70,12,1
Colorado,Dolores,1,0,0,,0,1,8,3,5,0,0
Colorado,Eagle,34,1,3,,4,26,331,54,267,10,5
Colorado,Fremont,30,0,11,,0,19,209,65,131,13,3
Colorado,Garfield,41,1,18,,0,22,165,32,120,13,1
Colorado,Gunnison,2,0,0,,0,2,44,5,37,2,0
Colorado,Hinsdale,1,0,1,,0,0,5,1,4,0,0
Colorado,Huerfano,12,1,0,,0,11,10,0,10,0,0
Colorado,Jackson,2,0,0,,0,2,7,1,7,0,0
Colorado,Kit Carson,10,0,3,,0,7,24,9,13,2,0
Colorado,Lake,12,0,1,,0,11,31,5,23,3,0
Colorado,La Plata,39,0,12,,1,26,182,63,111,8,2
Colorado,Las Animas,6,0,1,,0,5,1,0,1,0,0
Colorado,Lincoln,1,0,0,,0,1,14,5,8,1,0
Colorado,Logan,8,0,4,,0,4,107,45,55,7,1
Colorado,Mineral,1,0,0,,0,1,0,0,0,0,0
Colorado,Moffat,0,0,0,,0,0,10,2,6,2,0
Colorado,Montezuma,28,0,1,,1,26,127,39,79,9,2
Colorado,Montrose,25,0,5,,0,20,176,64,98,14,0
Colorado,Morgan,17,0,3,,0,14,148,22,111,15,1
Colorado,Ouray,0,0,0,,0,0,0,0,0,0,0
Colorado,Pitkin,0,0,0,,0,0,32,1,30,1,0
Colorado,Prowers,3,0,0,,0,3,40,8,28,4,0
Colorado,Rio Blanco,3,0,0,,0,3,30,2,24,4,0
Colorado,Rio Grande,3,0,1,,0,2,5,2,3,0,0
Colorado,Routt,5,1,1,,0,3,44,11,30,3,0
Colorado,Saguache,10,0,3,,0,7,50,19,30,1,0
Colorado,San Juan,3,0,0,,0,3,11,1,9,1,0
Colorado,San Miguel,0,0,0,,0,0,2,2,0,0,0
Colorado,Sedgwick,1,0,0,,0,1,13,4,9,0,1
Colorado,Summit,26,1,9,,1,15,258,28,216,14,1
Colorado,Washington,5,0,0,,0,5,96,16,75,5,1
Delaware,New Castle County Police Department,983,9,101,,202,671,"5,623","1,529","3,736",358,5
Florida,Alachua,534,3,45,,75,411,"2,046",626,"1,336",84,10
Florida,Baker,94,0,0,,4,90,368,98,256,14,0
Florida,Bay,329,4,47,,52,226,"2,386",488,"1,749",149,5
Florida,Brevard,893,3,116,,119,655,"4,980","1,246","3,535",199,13
Florida,Broward,272,4,19,,74,175,913,198,672,43,5
Florida,Charlotte,369,1,37,,33,298,"3,113",748,"2,255",110,5
Florida,Citrus,528,5,45,,65,413,"2,649",631,"1,911",107,21
Florida,Clay,564,2,54,,77,431,"3,536",657,"2,755",124,28
Florida,Collier,741,12,73,,107,549,"4,505",989,"3,301",215,20
Florida,Escambia,"1,786",23,135,,370,"1,258","11,018","2,776","7,588",654,28
Florida,Flagler,210,3,20,,43,144,"1,658",415,"1,185",58,10
Florida,Gadsden,108,2,6,,10,90,425,193,214,18,3
Florida,Gilchrist,31,1,1,,2,27,134,49,81,4,0
Florida,Gulf,70,0,4,,0,66,299,121,159,19,0
Florida,Hernando,468,9,45,,57,357,"3,664","1,013","2,485",166,12
Florida,Highlands,283,2,19,,41,221,"2,326",722,"1,483",121,7
Florida,Hillsborough,"1,990",33,165,,472,"1,320","16,864","4,080","11,840",944,23
Florida,Indian River,307,2,24,,29,252,"1,918",476,"1,378",64,5
Florida,Jefferson,84,0,6,,1,77,103,45,50,8,0
Florida,Lake,424,1,64,,39,320,"2,824",876,"1,787",161,8
Florida,Lee,"1,223",12,94,,351,766,"8,361","2,527","5,344",490,29
Florida,Leon,398,3,26,,31,338,"2,509",639,"1,786",84,13
Florida,Manatee,"1,467",3,174,,247,"1,043","7,858","2,043","5,500",315,25
Florida,Marion,"1,093",11,122,,66,894,"3,849","1,248","2,384",217,4
Florida,Martin,222,0,14,,50,158,"2,575",623,"1,847",105,3
Florida,Miami-Dade,"6,057",87,448,,"1,861","3,661","40,043","7,094","29,686","3,263",63
Florida,Nassau,51,1,2,,6,42,902,257,601,44,16
Florida,Okaloosa,575,2,63,,58,452,"2,708",524,"2,083",101,4
Florida,Orange,"5,244",49,443,,"1,416","3,336","27,472","7,910","17,562","2,000",0
Florida,Osceola,725,2,49,,74,600,"4,830","1,519","3,135",176,0
Florida,Palm Beach,"2,021",25,213,,494,"1,289","13,900","3,685","9,126","1,089",59
Florida,Pasco,"1,141",20,122,,197,802,"10,199","2,864","6,807",528,63
Florida,Pinellas,"1,016",6,123,,140,747,"5,742","1,422","4,050",270,22
Florida,Polk,"1,326",8,73,,147,"1,098","7,922","2,693","4,689",540,79
Florida,Santa Rosa,171,3,27,,13,128,"1,687",474,"1,135",78,8
Florida,Sarasota,561,3,26,,91,441,"5,794","1,366","4,237",191,3
Florida,Seminole,578,1,42,,58,477,"3,305",923,"2,231",151,1
Florida,St. Johns,428,2,9,,34,383,"3,199",683,"2,393",123,4
Florida,St. Lucie,298,7,18,,20,253,"1,714",545,"1,077",92,13
Florida,Sumter,128,1,13,,11,103,778,257,477,44,1
Florida,Volusia,628,9,72,,76,471,"4,731","1,390","3,076",265,29
Florida,Wakulla,77,0,10,,4,63,560,102,435,23,3
Florida,Walton,172,3,10,,4,155,"1,173",283,820,70,6
Florida,Bradford,85,0,7,,6,72,191,96,83,12,0
Florida,Calhoun,12,1,8,,0,3,17,7,9,1,1
Florida,Columbia,280,4,9,,16,251,"1,222",544,638,40,7
Florida,DeSoto,103,0,4,,12,87,615,227,371,17,0
Florida,Dixie,60,1,6,,5,48,397,185,203,9,7
Florida,Franklin,27,0,5,,4,18,144,75,58,11,6
Florida,Glades,42,0,3,,1,38,159,50,105,4,0
Florida,Hamilton,47,1,6,,1,39,254,117,117,20,1
Florida,Hardee,47,1,10,,2,34,474,139,312,23,0
Florida,Hendry,219,2,13,,17,187,896,444,402,50,4
Florida,Holmes,61,0,1,,3,57,228,83,130,15,0
Florida,Jackson,112,1,12,,6,93,505,117,362,26,0
Florida,Lafayette,29,0,1,,2,26,25,13,12,0,0
Florida,Liberty,12,0,0,,3,9,53,19,33,1,0
Florida,Madison,104,0,4,,2,98,211,60,147,4,2
Florida,Monroe,212,2,15,,15,180,"1,496",302,"1,144",50,3
Florida,Okeechobee,128,3,14,,17,94,"1,102",314,760,28,1
Florida,Putnam,327,2,13,,31,281,"1,691",559,"1,051",81,3
Florida,Suwannee,107,3,7,,7,90,459,133,316,10,3
Florida,Taylor,74,1,12,,1,60,158,69,82,7,0
Florida,Union,53,3,2,,2,46,108,39,66,3,0
Florida,Washington,42,0,0,,6,36,235,93,128,14,0
Georgia,Augusta-Richmond,776,18,,74,456,228,"10,708","2,692","7,023",993,62
Georgia,Barrow,250,2,,10,7,231,"1,104",312,726,66,10
Georgia,Bibb,211,1,,21,64,125,"2,597",496,"1,881",220,12
Georgia,Brantley,23,0,,1,7,15,438,188,241,9,0
Georgia,Brooks,12,1,,0,1,10,218,54,139,25,0
Georgia,Burke,109,2,,0,0,107,483,144,310,29,0
Georgia,Butts,32,0,,3,4,25,383,109,237,37,0
Georgia,Carroll,107,2,,21,6,78,"1,589",567,895,127,4
Georgia,Catoosa,84,0,,6,7,71,"1,002",196,685,121,
Georgia,Chattahoochee,0,0,,0,0,0,27,23,3,1,0
Georgia,Cherokee,100,3,,12,17,68,"1,758",487,"1,156",115,5
Georgia,Clarke,0,0,,0,0,0,0,0,0,0,0
Georgia,Clayton,16,0,,0,1,15,6,0,2,4,0
Georgia,Clayton County Police Department,"1,147",29,,82,464,572,"8,453","3,175","4,077","1,201",29
Georgia,Cobb,0,0,,0,0,0,0,0,0,0,0
Georgia,Cobb County Police Department,991,20,,78,419,474,"10,772","2,625","7,301",846,35
Georgia,Columbia,58,1,,11,17,29,"2,054",287,"1,695",72,6
Georgia,Coweta,99,0,,9,24,66,"1,603",450,"1,057",96,5
Georgia,Crawford,28,1,,2,2,23,348,98,228,22,0
Georgia,Dade,59,0,,0,2,57,121,50,71,0,
Georgia,Dawson,18,0,,0,1,17,458,77,353,28,3
Georgia,DeKalb County Police Department,"3,298",60,,130,"1,846","1,262","29,757","9,227","16,524","4,006",173
Georgia,Dougherty,7,0,,6,0,1,103,3,97,3,0
Georgia,Douglas,222,2,,16,50,154,"1,704",428,"1,124",152,4
Georgia,Echols,4,0,,1,0,3,7,0,7,0,0
Georgia,Effingham,32,2,,7,7,16,254,173,51,30,
Georgia,Fayette,35,2,,4,9,20,617,242,346,29,3
Georgia,Floyd,35,2,,1,1,31,110,18,88,4,
Georgia,Forsyth,107,0,,12,10,85,"1,542",370,"1,124",48,2
Georgia,Fulton,1,0,,0,1,0,14,0,14,0,
Georgia,Fulton County Police Department,874,18,,38,453,365,"5,713","1,641","3,306",766,7
Georgia,Glynn County Police Department5,,4,,12,58,,"2,412",574,"1,746",92,2
Georgia,Gwinnett County Police Department,"1,473",23,,153,652,645,"14,681","3,653","9,851","1,177",49
Georgia,Hall,162,6,,23,26,107,"2,272",643,"1,420",209,6
Georgia,Haralson,146,0,,1,2,143,382,140,212,30,
Georgia,Harris,16,0,,2,5,9,261,64,183,14,0
Georgia,Heard,11,0,,1,1,9,163,43,97,23,0
Georgia,Henry,13,0,,0,1,12,208,0,207,1,0
Georgia,Henry County Police Department,284,5,,19,119,141,"4,347","1,192","2,787",368,10
Georgia,Jasper,23,0,,0,0,23,118,37,78,3,0
Georgia,Jones,12,0,,1,2,9,412,87,300,25,1
Georgia,Lamar,9,0,,1,0,8,241,60,173,8,3
Georgia,Lanier,34,0,,0,1,33,172,47,123,2,0
Georgia,Lee,92,0,,2,11,79,884,159,707,18,1
Georgia,Liberty,77,2,,4,5,66,333,101,211,21,
Georgia,Lincoln,22,2,,0,0,20,173,42,124,7,0
Georgia,Madison,38,0,,4,3,31,673,198,428,47,9
Georgia,Marion,1,0,,0,0,1,17,9,6,2,0
Georgia,McDuffie,17,1,,0,6,10,280,106,145,29,0
Georgia,McIntosh,23,0,,2,8,13,288,86,189,13,2
Georgia,Meriwether,52,2,,4,5,41,413,116,275,22,0
Georgia,Monroe,35,2,,1,3,29,386,105,255,26,1
Georgia,Morgan,8,0,,0,1,7,168,47,114,7,
Georgia,Murray,70,0,,6,2,62,779,125,592,62,
Georgia,Muscogee,1,1,,0,0,0,0,0,0,0,0
Georgia,Newton,347,1,,11,37,298,"1,838",825,835,178,
Georgia,Oconee,32,0,,2,0,30,465,71,379,15,
Georgia,Oglethorpe,44,0,,1,0,43,354,87,260,7,4
Georgia,Paulding,172,1,,23,24,124,"2,296",545,"1,489",262,14
Georgia,Peach,16,0,,1,0,15,315,84,212,19,
Georgia,Pickens,45,0,,1,0,44,468,110,338,20,
Georgia,Pike,9,0,,2,1,6,243,50,188,5,0
Georgia,Pulaski,44,0,,1,6,37,204,75,127,2,
Georgia,Rockdale,208,2,,7,40,159,"2,259",609,"1,485",165,
Georgia,Spalding,113,0,,9,29,75,"1,548",460,916,172,0
Georgia,Terrell,19,0,,0,1,18,82,29,48,5,
Georgia,Twiggs,8,1,,0,1,6,126,43,75,8,2
Georgia,Walton,57,0,,8,3,46,810,234,503,73,0
Georgia,Whitfield,189,2,,19,15,153,"1,582",504,978,100,
Georgia,Worth,31,0,,1,0,30,232,68,145,19,
Georgia,Baldwin,222,1,,4,8,209,675,203,450,22,
Georgia,Banks,15,0,,0,3,12,507,103,384,20,
Georgia,Berrien,9,0,,3,1,5,147,43,98,6,0
Georgia,Bleckley,25,0,,0,2,23,150,57,90,3,1
Georgia,Bulloch,20,1,,3,3,13,463,126,309,28,2
Georgia,Camden,51,1,,1,3,46,309,81,224,4,1
Georgia,Charlton,2,0,,1,0,1,86,19,56,11,0
Georgia,Clay,0,0,,0,0,0,0,0,0,0,
Georgia,Clinch,6,0,,0,1,5,58,25,27,6,
Georgia,Coffee,61,1,,7,12,41,784,184,551,49,6
Georgia,Cook,9,1,,1,0,7,99,49,42,8,
Georgia,Crisp,8,0,,0,0,8,356,66,282,8,0
Georgia,Decatur,41,0,,1,2,38,262,101,158,3,2
Georgia,Dodge,26,2,,1,5,18,411,151,247,13,0
Georgia,Dooly,5,0,,0,3,2,93,23,66,4,0
Georgia,Early,23,0,,0,1,22,90,36,48,6,0
Georgia,Elbert,21,0,,4,1,16,425,130,261,34,0
Georgia,Emanuel,5,1,,1,0,3,316,124,166,26,0
Georgia,Fannin,39,1,,5,4,29,300,94,187,19,8
Georgia,Franklin,7,0,,0,3,4,321,134,171,16,1
Georgia,Gilmer,47,0,,1,0,46,333,100,213,20,0
Georgia,Gordon,128,0,,10,3,115,798,218,540,40,0
Georgia,Grady,40,0,,0,2,38,221,79,128,14,
Georgia,Greene,10,0,,0,0,10,180,42,137,1,0
Georgia,Habersham,39,0,,4,2,33,470,183,253,34,0
Georgia,Hancock,0,0,,0,0,0,58,16,39,3,0
Georgia,Hart,71,0,,0,1,70,562,194,343,25,
Georgia,Irwin,10,0,,0,1,9,128,37,81,10,0
Georgia,Jackson,41,0,,2,4,35,784,135,597,52,
Georgia,Jeff Davis,64,0,,0,2,62,209,46,141,22,0
Georgia,Jefferson,26,2,,1,2,21,101,55,38,8,0
Georgia,Laurens,22,4,,3,3,12,597,193,389,15,0
Georgia,Macon,0,0,,0,0,0,84,40,41,3,0
Georgia,Mitchell,28,2,,0,2,24,223,60,156,7,0
Georgia,Pierce,19,0,,1,0,18,98,63,24,11,0
Georgia,Polk,0,0,,0,0,0,0,0,0,0,0
Georgia,Polk County Police Department,38,0,,2,7,29,672,225,383,64,4
Georgia,Putnam,72,0,,6,0,66,350,87,252,11,3
Georgia,Rabun,9,0,,1,1,7,271,57,206,8,0
Georgia,Randolph,42,0,,1,0,41,67,30,37,0,
Georgia,Schley,4,0,,0,1,3,28,9,18,1,0
Georgia,Screven,55,0,,1,12,42,269,102,147,20,
Georgia,Seminole,17,4,,1,1,11,57,24,31,2,
Georgia,Stephens,29,0,,3,5,21,444,126,297,21,0
Georgia,Sumter,14,1,,2,0,11,305,119,174,12,0
Georgia,Talbot,1,0,,0,1,0,57,21,32,4,0
Georgia,Tattnall,9,0,,0,3,6,206,75,112,19,
Georgia,Taylor,17,1,,2,2,12,95,38,48,9,6
Georgia,Thomas,47,0,,7,13,27,611,207,350,54,8
Georgia,Tift,98,2,,3,26,67,743,198,495,50,2
Georgia,Toombs,22,0,,4,4,14,177,73,84,20,
Georgia,Treutlen,4,0,,0,1,3,58,21,34,3,
Georgia,Turner,11,1,,0,2,8,91,23,63,5,
Georgia,Union,46,4,,3,1,38,259,74,173,12,0
Georgia,Upson,24,0,,4,7,13,404,118,268,18,
