State,County,Violent_crime,MNNM,"Rape
(revised
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
Texas,Donley,6,0,0,,0,6,56,9,39,8,0
Texas,Duval,44,0,0,,3,41,154,58,77,19,0
Texas,Eastland,7,0,5,,1,1,89,43,39,7,0
Texas,Edwards,2,1,0,,0,1,21,6,14,1,0
Texas,Erath,19,0,3,,1,15,103,46,46,11,0
Texas,Fannin,24,0,4,,1,19,151,81,60,10,1
Texas,Fayette,9,0,3,,0,6,154,59,86,9,0
Texas,Fisher,20,0,0,,1,19,77,39,36,2,1
Texas,Floyd,1,0,0,,0,1,44,14,24,6,0
Texas,Franklin,13,3,3,,1,6,117,40,67,10,0
Texas,Freestone,17,1,0,,0,16,130,51,69,10,0
Texas,Frio,2,0,0,,0,2,84,33,43,8,0
Texas,Gaines,8,0,2,,0,6,117,33,76,8,1
Texas,Garza,4,0,2,,0,2,72,30,38,4,0
Texas,Gillespie,5,2,1,,0,2,75,17,51,7,0
Texas,Glasscock,1,0,0,,1,0,10,5,4,1,0
Texas,Gonzales,14,1,1,,0,12,113,32,74,7,0
Texas,Gray,14,0,1,,1,12,90,20,59,11,0
Texas,Grimes,19,0,3,,1,15,244,100,130,14,5
Texas,Hale,6,0,0,,0,6,107,38,66,3,1
Texas,Hall,4,0,1,,1,2,7,2,3,2,0
Texas,Hamilton,0,0,0,,0,0,34,11,20,3,0
Texas,Hansford,2,0,1,,0,1,19,6,12,1,0
Texas,Hardeman,3,2,0,,0,1,36,19,14,3,0
Texas,Harrison,53,0,8,,1,44,228,73,148,7,2
Texas,Hartley,1,0,0,,0,1,20,12,6,2,0
Texas,Haskell,1,0,0,,0,1,24,8,15,1,0
Texas,Hemphill,18,0,1,,0,17,76,12,56,8,1
Texas,Henderson,144,1,47,,5,91,955,437,400,118,1
Texas,Hill,43,2,1,,0,40,326,124,194,8,1
Texas,Hockley,17,0,0,,0,17,101,39,61,1,0
Texas,Hopkins,27,0,5,,1,21,123,53,64,6,2
Texas,Houston,11,1,2,,4,4,141,46,78,17,0
Texas,Howard,36,1,3,,3,29,228,73,134,21,3
Texas,Hutchinson,19,0,5,,0,14,124,43,61,20,1
Texas,Jack,8,1,0,,1,6,57,17,32,8,0
Texas,Jackson,17,0,3,,1,13,86,18,65,3,2
Texas,Jasper,81,0,32,,2,47,360,113,224,23,2
Texas,Jeff Davis,4,1,0,,0,3,9,2,6,1,0
Texas,Jim Hogg,2,0,1,,0,1,6,3,2,1,2
Texas,Jim Wells,75,3,5,,0,67,287,145,119,23,2
Texas,Karnes,6,1,0,,0,5,125,29,92,4,0
Texas,Kenedy,1,0,1,,0,0,4,2,1,1,0
Texas,Kent,5,0,0,,3,2,15,3,12,0,0
Texas,Kerr,49,1,21,,1,26,329,90,227,12,2
Texas,Kimble,0,0,0,,0,0,19,4,14,1,0
Texas,King,0,0,0,,0,0,4,3,1,0,0
Texas,Kinney,0,0,0,,0,0,9,5,3,1,0
Texas,Kleberg,21,0,2,,0,19,86,21,55,10,1
Texas,Knox,1,0,1,,0,0,21,8,12,1,0
Texas,Lamar,34,0,15,,3,16,258,94,157,7,0
Texas,Lamb,10,0,5,,0,5,86,25,54,7,2
Texas,La Salle,2,0,0,,0,2,30,5,24,1,0
Texas,Lavaca,10,0,2,,0,8,86,45,35,6,0
Texas,Lee,15,0,3,,1,11,92,26,60,6,0
Texas,Leon,15,0,1,,0,14,252,71,160,21,0
Texas,Limestone,25,0,3,,4,18,231,89,127,15,3
Texas,Lipscomb,11,3,1,,1,6,23,6,15,2,1
Texas,Live Oak,18,0,2,,1,15,135,47,73,15,0
Texas,Llano,12,0,2,,0,10,171,66,100,5,2
Texas,Loving,0,0,0,,0,0,7,2,5,0,0
Texas,Madison,17,0,2,,1,14,128,52,69,7,1
Texas,Marion,44,0,0,,2,42,162,76,79,7,1
Texas,Mason,4,0,2,,0,2,30,9,18,3,0
Texas,Matagorda,42,0,6,,4,32,295,103,184,8,1
Texas,Maverick,51,0,2,,0,49,399,131,243,25,0
Texas,McCulloch,0,0,0,,0,0,7,3,4,0,1
Texas,McMullen,1,0,0,,0,1,45,9,35,1,0
Texas,Menard,0,0,0,,0,0,6,0,6,0,0
Texas,Milam,10,0,0,,0,10,102,43,52,7,1
Texas,Mills,0,0,0,,0,0,40,12,27,1,0
Texas,Mitchell,1,0,0,,0,1,20,6,12,2,0
Texas,Montague,16,0,0,,0,16,83,33,39,11,2
Texas,Moore,3,1,0,,0,2,43,17,20,6,0
Texas,Morris,5,0,2,,0,3,75,27,42,6,2
Texas,Motley,1,0,0,,0,1,17,1,15,1,0
Texas,Nacogdoches,70,1,11,,2,56,334,116,195,23,5
Texas,Navarro,34,0,13,,3,18,420,149,241,30,0
Texas,Nolan,11,0,2,,1,8,65,24,36,5,0
Texas,Ochiltree,11,0,3,,0,8,50,15,31,4,1
Texas,Palo Pinto,3,0,0,,2,1,90,30,53,7,0
Texas,Panola,38,2,2,,4,30,296,88,189,19,0
Texas,Parmer,0,0,0,,0,0,30,9,15,6,0
Texas,Pecos,5,1,1,,1,2,89,34,54,1,0
Texas,Polk,95,1,25,,3,66,568,187,331,50,5
Texas,Presidio,7,0,0,,0,7,16,5,9,2,0
Texas,Rains,11,0,5,,0,6,94,29,55,10,0
Texas,Reagan,9,0,0,,0,9,109,37,66,6,0
Texas,Real,5,0,0,,0,5,35,19,16,0,0
Texas,Red River,0,0,0,,0,0,107,45,52,10,1
Texas,Reeves,4,1,2,,0,1,109,7,90,12,0
Texas,Refugio,1,0,0,,0,1,38,12,23,3,0
Texas,Roberts,4,0,0,,0,4,14,4,9,1,0
Texas,Runnels,0,0,0,,0,0,24,0,23,1,0
Texas,Sabine,29,0,3,,0,26,123,61,52,10,0
Texas,San Jacinto,69,0,29,,3,37,466,195,198,73,3
Texas,San Saba,0,0,0,,0,0,33,24,8,1,0
Texas,Schleicher,4,0,0,,0,4,32,13,17,2,0
Texas,Scurry,10,0,2,,1,7,74,29,45,0,0
Texas,Shackelford,3,0,0,,3,0,29,10,12,7,1
Texas,Shelby,53,2,8,,2,41,229,89,122,18,3
Texas,Sherman,1,0,0,,0,1,16,8,7,1,0
Texas,Starr,130,0,11,,1,118,334,112,177,45,1
Texas,Stephens,6,0,1,,0,5,60,17,40,3,0
Texas,Sterling,3,0,0,,0,3,1,1,0,0,0
Texas,Stonewall,3,0,0,,0,3,4,1,3,0,0
Texas,Sutton,0,0,0,,0,0,0,0,0,0,0
Texas,Swisher,2,0,2,,0,0,45,20,18,7,0
Texas,Terrell,0,0,0,,0,0,10,6,4,0,0
Texas,Terry,2,0,0,,0,2,68,22,43,3,0
Texas,Throckmorton,1,0,0,,1,0,6,5,1,0,5
Texas,Titus,37,0,0,,1,36,128,57,70,1,1
Texas,Trinity,20,1,1,,2,16,75,22,46,7,0
Texas,Tyler,67,0,20,,0,47,228,112,93,23,2
Texas,Upton,5,0,1,,1,3,9,2,6,1,0
Texas,Uvalde,16,0,0,,1,15,115,49,61,5,0
Texas,Val Verde,14,1,1,,0,12,127,48,73,6,2
Texas,Van Zandt,14,0,0,,1,13,347,157,186,4,0
Texas,Walker,78,1,19,,3,55,309,133,153,23,0
Texas,Ward,44,1,2,,1,40,208,71,114,23,1
Texas,Washington,40,0,5,,4,31,142,67,67,8,0
Texas,Wharton,67,1,14,,3,49,356,116,213,27,1
Texas,Wheeler,3,0,0,,0,3,53,15,34,4,1
Texas,Wilbarger,2,0,0,,0,2,27,3,23,1,0
Texas,Willacy,56,0,18,,1,37,202,64,135,3,1
Texas,Winkler,4,1,0,,0,3,18,0,18,0,0
Texas,Wood,26,0,4,,0,22,411,142,228,41,4
Texas,Yoakum,1,0,1,,0,0,45,10,34,1,0
Texas,Young,7,0,0,,0,7,58,16,34,8,1
Texas,Zapata,15,1,1,,1,12,193,49,134,10,0
Texas,Zavala,42,0,2,,0,40,101,29,67,5,0
Utah,Box Elder,12,0,,3,0,9,170,49,109,12,0
Utah,Cache,20,0,,8,2,10,235,53,169,13,1
Utah,Davis,12,1,3,,0,8,172,36,119,17,0
Utah,Juab,3,0,,1,0,2,67,13,48,6,0
Utah,Salt Lake County Unified Police Department,818,8,136,,210,464,"12,055","1,710","8,837","1,508",35
Utah,Tooele,32,0,13,,3,16,232,72,74,86,5
Utah,Utah,28,1,5,,0,22,207,26,171,10,0
Utah,Washington,20,0,4,,1,15,165,66,91,8,0
Utah,Weber,51,1,14,,9,27,748,129,570,49,1
Utah,Beaver,3,0,,2,0,1,138,34,95,9,0
Utah,Carbon,7,0,0,,1,6,77,22,52,3,0
Utah,Daggett,1,0,1,,0,0,10,2,7,1,0
Utah,Duchesne,39,0,10,,0,29,329,83,201,45,2
Utah,Emery,14,0,2,,1,11,104,16,81,7,0
Utah,Grand,7,0,,5,0,2,48,19,25,4,2
Utah,Iron,24,0,,5,0,19,143,60,75,8,3
Utah,Kane,13,0,4,,0,9,36,11,16,9,0
Utah,Millard,28,0,2,,1,25,203,59,130,14,1
Utah,Piute,2,0,,0,0,2,11,3,7,1,0
Utah,Rich,3,0,,0,0,3,24,4,19,1,0
Utah,San Juan,13,1,,1,0,11,73,10,59,4,0
Utah,Sanpete,18,0,,0,1,17,139,25,101,13,0
Utah,Sevier,19,1,,6,0,12,148,24,119,5,2
Utah,Summit,35,0,,6,2,27,440,34,388,18,0
Utah,Uintah,38,0,15,,1,22,270,56,197,17,2
Utah,Wasatch,10,0,2,,0,8,89,21,63,5,0
Vermont,Chittenden,0,0,0,,0,0,1,0,1,0,0
Vermont,Franklin,8,0,3,,1,4,53,13,40,0,0
Vermont,Grand Isle,1,0,0,,0,1,60,27,33,0,0
Vermont,Addison,5,0,5,,0,0,0,0,0,0,0
Vermont,Bennington,0,0,0,,0,0,3,1,2,0,0
Vermont,Caledonia,0,0,0,,0,0,0,0,0,0,0
Vermont,Lamoille,11,0,0,,0,11,14,0,14,0,0
Vermont,Orleans,0,0,0,,0,0,11,5,6,0,0
Vermont,Rutland,1,0,0,,1,0,31,1,30,0,0
Vermont,Windham,4,0,2,,0,2,23,7,16,0,0
Virginia,Albemarle County Police Department,103,0,44,,13,46,"1,348",191,"1,107",50,9
Virginia,Amelia,23,0,5,,1,17,128,24,102,2,0
Virginia,Amherst,25,1,8,,5,11,311,39,251,21,3
Virginia,Appomattox,10,2,3,,3,2,115,20,85,10,1
Virginia,Arlington County Police Department,317,1,37,,114,165,"3,330",204,"2,962",164,10
Virginia,Augusta,79,4,17,,7,51,700,178,479,43,0
Virginia,Bedford,44,3,9,,4,28,490,155,313,22,4
Virginia,Botetourt,25,0,2,,1,22,266,56,202,8,0
Virginia,Buckingham,23,0,6,,2,15,162,37,113,12,3
Virginia,Campbell,58,1,11,,8,38,633,109,489,35,2
Virginia,Caroline,38,1,12,,4,21,268,53,215,0,3
Virginia,Charles City,8,0,3,,1,4,23,12,9,2,0
Virginia,Chesterfield County Police Department,493,9,94,,183,207,"6,365","1,107","5,017",241,54
Virginia,Clarke,4,0,1,,2,1,102,29,71,2,1
Virginia,Craig,2,0,0,,0,2,6,0,5,1,0
Virginia,Culpeper,24,1,7,,1,15,184,34,134,16,2
Virginia,Dinwiddie,67,1,6,,1,59,290,59,214,17,1
Virginia,Fairfax County Police Department,974,14,130,,443,387,"14,434",827,"12,865",742,39
Virginia,Fauquier,56,2,15,,10,29,417,50,342,25,7
Virginia,Floyd,7,0,2,,0,5,118,29,83,6,1
Virginia,Fluvanna,30,1,9,,1,19,190,37,145,8,0
Virginia,Franklin,73,6,23,,3,41,470,94,333,43,4
Virginia,Frederick,82,1,41,,11,29,"1,215",183,961,71,1
Virginia,Giles,13,0,0,,0,13,83,23,58,2,1
Virginia,Gloucester,41,0,14,,7,20,570,61,496,13,5
Virginia,Goochland,19,1,2,,5,11,168,31,131,6,1
Virginia,Greene,24,0,2,,3,19,216,31,178,7,0
Virginia,Hanover,102,3,21,,11,67,967,88,847,32,4
Virginia,Henrico County Police Department,476,11,31,,177,257,"8,026","1,242","6,474",310,34
Virginia,Isle of Wight,33,1,5,,4,23,286,61,215,10,2
Virginia,James City County Police Department,68,1,12,,11,44,"1,026",139,855,32,4
Virginia,King William,7,0,0,,2,5,89,22,64,3,0
Virginia,Loudoun,200,3,47,,39,111,"2,445",182,"2,132",131,26
Virginia,Mathews,5,0,3,,1,1,74,22,49,3,0
Virginia,Montgomery,41,4,14,,0,23,254,79,163,12,1
Virginia,Nelson,5,0,1,,2,2,183,61,112,10,0
Virginia,New Kent,25,0,11,,2,12,301,33,258,10,1
Virginia,Powhatan,8,0,2,,0,6,212,33,172,7,0
Virginia,Prince George County Police Department,40,1,7,,5,27,343,51,268,24,1
Virginia,Prince William County Police Department,775,9,71,,215,480,"5,517",616,"4,590",311,14
Virginia,Pulaski,46,1,8,,2,35,479,59,408,12,5
Virginia,Rappahannock,4,0,1,,1,2,29,8,20,1,0
Virginia,Roanoke County Police Department,172,1,33,,9,129,"1,141",188,927,26,2
Virginia,Rockingham,46,0,21,,2,23,449,138,305,6,3
Virginia,Scott,16,0,3,,1,12,208,46,144,18,2
Virginia,Spotsylvania,242,2,26,,58,156,"1,843",209,"1,564",70,4
Virginia,Stafford,262,5,66,,32,159,"1,802",172,"1,567",63,7
Virginia,Sussex,15,0,4,,3,8,87,11,68,8,1
Virginia,Warren,32,1,16,,2,13,282,25,246,11,1
Virginia,Washington,49,0,18,,1,30,837,171,628,38,4
Virginia,York,116,2,26,,21,67,"1,268",122,"1,110",36,2
Virginia,Accomack,60,4,16,,19,21,376,110,240,26,0
Virginia,Alleghany,12,0,3,,0,9,111,36,68,7,0
Virginia,Bath,1,0,1,,0,0,14,1,12,1,0
Virginia,Bland,3,0,0,,0,3,55,24,30,1,1
Virginia,Brunswick,16,0,5,,4,7,97,35,59,3,6
Virginia,Buchanan,32,1,14,,1,16,306,79,208,19,2
Virginia,Carroll,26,0,5,,2,19,294,65,193,36,2
Virginia,Charlotte,11,2,4,,1,4,80,26,48,6,0
Virginia,Cumberland,10,0,3,,1,6,27,5,17,5,0
Virginia,Dickenson,12,0,3,,0,9,121,33,76,12,1
Virginia,Essex,9,1,0,,1,7,73,33,38,2,0
Virginia,Grayson,15,0,4,,1,10,117,22,82,13,3
Virginia,Greensville,6,0,2,,1,3,65,14,47,4,0
Virginia,Halifax,31,1,3,,5,22,249,64,165,20,2
Virginia,Henry,128,5,16,,17,90,"1,244",305,875,64,5
Virginia,Highland,0,0,0,,0,0,6,3,3,0,0
Virginia,King and Queen,7,0,2,,0,5,72,14,53,5,1
Virginia,King George,23,0,4,,3,16,351,62,266,23,2
Virginia,Lancaster,15,0,6,,1,8,128,40,80,8,1
Virginia,Lee,21,0,10,,1,10,337,22,315,0,0
Virginia,Louisa,41,0,14,,3,24,387,52,318,17,1
Virginia,Lunenburg,21,0,1,,2,18,58,20,34,4,1
Virginia,Madison,6,1,2,,0,3,104,9,87,8,3
Virginia,Mecklenburg,50,1,19,,5,25,271,93,155,23,4
Virginia,Middlesex,8,0,3,,0,5,137,18,109,10,7
Virginia,Northampton,10,0,0,,6,4,113,59,46,8,0
Virginia,Northumberland,23,0,2,,2,19,82,25,53,4,0
Virginia,Nottoway,12,0,2,,1,9,65,11,52,2,0
Virginia,Orange,16,0,3,,1,12,195,27,160,8,0
Virginia,Page,14,0,5,,0,9,104,21,78,5,3
Virginia,Patrick,34,1,9,,3,21,207,38,161,8,0
Virginia,Pittsylvania,58,7,18,,5,28,405,139,249,17,8
Virginia,Prince Edward,22,0,8,,1,13,150,60,86,4,0
Virginia,Richmond,6,0,2,,1,3,40,11,25,4,0
Virginia,Rockbridge,25,1,5,,1,18,285,66,214,5,1
Virginia,Russell,40,0,18,,0,22,200,59,131,10,7
Virginia,Shenandoah,36,0,10,,1,25,283,56,216,11,1
Virginia,Smyth,17,0,7,,0,10,238,51,164,23,2
Virginia,Surry,16,0,3,,2,11,40,19,15,6,1
Virginia,Tazewell,40,0,13,,4,23,413,110,290,13,3
Virginia,Westmoreland,11,1,3,,1,6,183,40,122,21,0
Virginia,Wise,54,1,31,,3,19,352,93,243,16,4
Virginia,Wythe,17,0,2,,1,14,134,18,104,12,0
Washington,Asotin,21,0,5,,3,13,140,28,99,13,0
Washington,Benton,66,0,6,,5,55,406,111,273,22,2
Washington,Chelan,34,0,1,,1,32,532,186,313,33,2
Washington,Clark,336,3,76,,39,218,"3,119",698,"1,867",554,39
Washington,Columbia,0,0,0,,0,0,77,28,46,3,1
Washington,Cowlitz,76,1,23,,4,48,453,150,248,55,4
Washington,Douglas,17,0,3,,2,12,331,108,183,40,2
Washington,Franklin,30,2,6,,0,22,147,49,87,11,5
Washington,King,378,9,,74,85,210,"4,557","1,541","2,319",697,52
Washington,Kitsap,347,6,67,,44,230,"3,830",874,"2,665",291,18
Washington,Pend Oreille,13,0,1,,1,11,303,105,176,22,1
Washington,Pierce,"1,103",16,125,,225,737,"8,392","2,896","4,470","1,026",50
Washington,Skagit,92,1,13,,7,71,"1,310",460,774,76,3
Washington,Skamania,9,0,4,,0,5,138,34,89,15,1
Washington,"Snohomish4, 7",476,6,75,,109,286,"6,373","1,918","3,526",929,53
Washington,Spokane,209,5,,51,40,113,"3,143",793,"2,107",243,12
Washington,Stevens,42,4,17,,4,17,583,253,286,44,0
Washington,Thurston,239,3,35,,25,176,"2,434",875,"1,359",200,17
Washington,Walla Walla,13,0,5,,1,7,261,80,151,30,12
Washington,Whatcom,98,5,23,,9,61,"1,094",380,638,76,10
Washington,Yakima,86,7,11,,19,49,"1,521",560,763,198,15
Washington,Adams,17,0,2,,6,9,287,117,137,33,5
Washington,Clallam,51,0,14,,4,33,778,264,472,42,4
Washington,Garfield,6,0,3,,0,3,45,9,33,3,1
Washington,Grant,82,2,9,,6,65,"1,229",410,660,159,18
Washington,Grays Harbor,40,0,4,,4,32,377,143,217,17,3
Washington,Island,48,1,12,,7,28,520,203,282,35,2
Washington,Jefferson,19,1,7,,2,9,314,111,189,14,2
Washington,Kittitas,10,0,6,,0,4,205,65,129,11,0
Washington,Klickitat,11,0,2,,0,9,115,74,25,16,1
Washington,Lewis,62,0,12,,5,45,481,195,256,30,2
Washington,Lincoln,6,0,2,,2,2,146,35,103,8,1
Washington,Mason,106,3,4,,9,90,"1,164",471,592,101,10
Washington,Okanogan,41,1,6,,1,33,299,131,151,17,0
Washington,Pacific,19,0,3,,0,16,202,97,99,6,1
Washington,San Juan,16,0,0,,0,16,212,53,150,9,1
Washington,Wahkiakum,4,0,2,,0,2,61,23,30,8,0
Washington,Whitman,10,0,2,,0,8,60,21,34,5,1
West Virginia,Berkeley,80,2,10,,15,53,"1,086",251,792,43,6
West Virginia,Boone,12,0,2,,1,9,86,40,39,7,1
West Virginia,Brooke,6,0,1,,0,5,89,40,44,5,1
West Virginia,Cabell,20,0,2,,6,12,514,115,380,19,4
West Virginia,Fayette,91,3,8,,3,77,316,147,158,11,1
West Virginia,Hancock,14,1,0,,4,9,60,23,34,3,0
West Virginia,Marshall,43,0,0,,1,42,125,64,55,6,0
West Virginia,Mineral,12,0,1,,0,11,12,2,9,1,0
West Virginia,Monongalia,65,0,7,,12,46,293,117,165,11,1
West Virginia,Preston,37,0,2,,1,34,94,50,38,6,0
West Virginia,Putnam,218,1,5,,5,207,461,87,325,49,2
West Virginia,Raleigh,121,2,0,,34,85,957,365,532,60,4
West Virginia,Wayne,20,0,1,,2,17,92,45,40,7,0
West Virginia,Braxton,19,0,0,,0,19,34,11,21,2,0
West Virginia,Grant,4,0,0,,0,4,6,0,6,0,0
West Virginia,Hardy,8,0,0,,0,8,6,0,3,3,0
West Virginia,Harrison,52,1,8,,3,40,183,57,113,13,5
West Virginia,Jackson,58,0,1,,1,56,86,39,41,6,0
West Virginia,Logan,107,0,1,,1,105,70,21,40,9,2
West Virginia,Marion,55,1,7,,0,47,63,34,22,7,2
West Virginia,Mason,16,0,3,,0,13,163,73,77,13,7
West Virginia,McDowell,27,0,1,,2,24,38,12,20,6,3
West Virginia,Morgan,50,1,3,,1,45,60,27,31,2,1
West Virginia,Nicholas,134,0,5,,0,129,104,25,76,3,1
West Virginia,Randolph,33,0,2,,2,29,65,15,49,1,0
West Virginia,Roane,17,0,2,,0,15,52,0,48,4,0
West Virginia,Upshur,1,0,0,,0,1,50,14,32,4,2
West Virginia,Wetzel,2,0,0,,0,2,17,4,13,0,0
West Virginia,Wyoming,73,0,2,,0,71,127,52,70,5,2
Wisconsin,Brown,68,0,,4,4,60,869,105,729,35,0
Wisconsin,Calumet,12,0,1,,0,11,137,41,90,6,1
Wisconsin,Chippewa,24,0,7,,1,16,319,104,186,29,2
Wisconsin,Columbia,22,1,7,,0,14,290,72,208,10,1
Wisconsin,Dane,63,5,8,,8,42,639,176,427,36,1
Wisconsin,Douglas,13,0,,4,1,8,252,125,109,18,0
Wisconsin,Eau Claire,13,0,,1,0,12,220,74,132,14,0
Wisconsin,Fond du Lac,28,0,7,,1,20,211,46,146,19,1
Wisconsin,Green,5,0,,1,1,3,117,55,59,3,0
Wisconsin,Iowa,31,0,2,,0,29,63,29,31,3,2
Wisconsin,Kenosha,31,1,,3,4,23,446,84,341,21,2
Wisconsin,Kewaunee,4,0,0,,0,4,48,13,31,4,2
Wisconsin,La Crosse,21,0,3,,2,16,144,36,104,4,0
Wisconsin,Marathon,20,0,,5,1,14,296,66,224,6,4
Wisconsin,Milwaukee,58,0,5,,9,44,171,5,105,61,1
Wisconsin,Outagamie,24,0,2,,0,22,375,134,231,10,0
Wisconsin,Ozaukee,20,0,,8,2,10,111,30,79,2,0
Wisconsin,Pierce,16,1,,0,0,15,132,54,78,0,0
Wisconsin,Racine,23,0,,5,3,15,346,80,248,18,0
Wisconsin,Rock,38,1,,5,4,28,378,130,197,51,0
Wisconsin,Sheboygan,26,2,,4,1,19,368,42,310,16,1
Wisconsin,St. Croix,37,0,0,,1,36,223,85,125,13,0
Wisconsin,Washington,6,0,,3,1,2,327,74,240,13,2
Wisconsin,Waukesha,54,0,,8,5,41,455,103,338,14,0
Wisconsin,Winnebago,13,0,,0,0,13,230,72,143,15,0
Wisconsin,Adams,34,2,,14,0,18,332,124,198,10,2
Wisconsin,Ashland,9,0,,0,0,9,32,11,19,2,0
Wisconsin,Barron,1,0,0,,1,0,214,95,106,13,0
Wisconsin,Bayfield,19,0,,2,0,17,102,35,64,3,0
Wisconsin,Buffalo,8,0,,1,0,7,43,8,31,4,0
Wisconsin,Burnett,20,0,5,,1,14,284,129,131,24,0
Wisconsin,Clark,8,0,1,,0,7,81,20,50,11,0
Wisconsin,Crawford,10,0,,0,0,10,141,25,113,3,0
Wisconsin,Dodge,24,0,8,,1,15,173,55,110,8,0
Wisconsin,Door,11,0,4,,0,7,156,31,122,3,0
Wisconsin,Dunn,19,0,,6,0,13,129,32,83,14,0
Wisconsin,Florence,4,0,,0,0,4,78,17,57,4,0
Wisconsin,Forest,26,0,,5,2,19,90,26,57,7,2
Wisconsin,Grant,24,3,1,,0,20,145,42,100,3,0
Wisconsin,Green Lake,4,0,,1,0,3,83,15,66,2,0
Wisconsin,Iron,7,0,,0,0,7,74,22,46,6,2
Wisconsin,Jackson,16,2,,4,1,9,250,99,124,27,2
Wisconsin,Jefferson,17,2,,0,0,15,231,55,161,15,2
Wisconsin,Juneau,41,1,9,,0,31,200,63,126,11,1
Wisconsin,Lafayette,2,0,,0,1,1,89,22,62,5,3
Wisconsin,Langlade,9,0,,0,0,9,151,69,76,6,0
Wisconsin,Lincoln,21,0,7,,0,14,115,59,51,5,0
Wisconsin,Manitowoc,29,0,4,,3,22,200,77,111,12,2
Wisconsin,Marinette,6,1,,1,1,3,274,140,125,9,2
Wisconsin,Marquette,2,0,1,,0,1,104,36,65,3,1
Wisconsin,Menominee,1,0,0,0,0,1,34,20,13,1,0
Wisconsin,Monroe,12,1,0,,1,10,132,44,80,8,0
Wisconsin,Oneida,30,2,6,,0,22,188,58,127,3,0
Wisconsin,Pepin,2,0,,0,0,2,32,14,17,1,0
Wisconsin,Polk,80,1,,4,0,75,289,74,184,31,2
Wisconsin,Portage,19,1,0,,0,18,172,55,107,10,0
Wisconsin,Price,6,0,4,,0,2,100,39,61,0,0
Wisconsin,Richland,0,0,,0,0,0,112,9,95,8,0
Wisconsin,Rusk,15,1,1,,0,13,148,75,67,6,1
Wisconsin,Sauk,30,2,12,,1,15,415,76,327,12,0
Wisconsin,Sawyer,24,2,1,,1,20,178,66,102,10,1
Wisconsin,Shawano,16,0,,7,0,9,315,97,200,18,1
Wisconsin,Taylor,1,0,,0,0,1,113,20,87,6,0
Wisconsin,Trempealeau,10,0,6,,1,3,121,39,77,5,1
Wisconsin,Vernon,11,0,4,,0,7,150,43,101,6,1
Wisconsin,Vilas,7,0,1,,0,6,143,38,95,10,0
Wisconsin,Walworth,18,0,,0,1,17,179,39,134,6,3
Wisconsin,Washburn,20,0,7,,0,13,210,58,139,13,1
Wisconsin,Waupaca,57,0,,8,0,49,411,99,293,19,1
Wisconsin,Waushara,16,0,,7,1,8,212,64,144,4,0
Wisconsin,Wood,10,0,,2,0,8,178,60,110,8,3
Wyoming,Laramie,43,0,4,,1,38,456,136,283,37,3
Wyoming,Natrona,63,0,19,,3,41,254,83,137,34,3
Wyoming,Albany,10,0,0,,0,10,46,19,23,4,0
Wyoming,Big Horn,4,0,1,,0,3,20,7,13,0,0
Wyoming,Campbell,71,2,8,,0,61,148,49,88,11,1
Wyoming,Carbon,14,0,0,,0,14,18,5,12,1,1
Wyoming,Converse,31,0,1,,1,29,30,2,25,3,0
Wyoming,Crook,7,0,2,,0,5,23,7,15,1,0
Wyoming,Fremont,23,0,1,,0,22,127,22,95,10,0
Wyoming,Goshen,18,1,2,,0,15,74,29,40,5,0
Wyoming,Hot Springs,3,0,0,,0,3,22,6,14,2,0
Wyoming,Johnson,3,0,0,,0,3,30,7,17,6,0
Wyoming,Lincoln,9,0,1,,1,7,58,8,47,3,0
Wyoming,Park,17,0,3,,0,14,61,25,36,0,0
Wyoming,Platte,0,0,0,,0,0,21,10,9,2,0
Wyoming,Sheridan,1,0,0,,0,1,48,15,24,9,0
Wyoming,Sublette,9,0,0,,0,9,111,16,91,4,0
Wyoming,Sweetwater,34,0,14,,1,19,103,27,62,14,3
Wyoming,Uinta,3,0,2,,0,1,88,2,78,8,0
Wyoming,Washakie,0,0,0,,0,0,3,0,2,1,0
Wyoming,Weston,5,0,0,,0,5,7,2,4,1,0
1 The figures shown in this column for the offense of rape were reported using the revised Uniform Crime Reporting (UCR) definition of rape. See the data declaration for further explanation.,,,,,,,,,,,,
2 The figures shown in this column for the offense of rape were reported using the legacy UCR definition of rape. See the data declaration for further explanation.,,,,,,,,,,,,
3 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,,,,,,,,,,,,
"4 This agency began the year submitting rape data classified according to the legacy UCR definition. However, at some point during the calendar year, the agency modified its reporting methods and began classifying and submitting rape offenses according to the revised UCR definition of rape. See the data declaration for further explanation.",,,,,,,,,,,,
5 The Tulare County Highway Patrol collects the motor vehicle thefts for this county. These data can be found in Table 11. ,,,,,,,,,,,,
"6 The FBI determined that the agency's data were underreported. Consequently, those data are not included in this table.",,,,,,,,,,,,
"7 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data. ",,,,,,,,,,,,
"8 The FBI determined that the agency's data were overreported. Consequently, those data are not included in this table.",,,,,,,,,,,,
