State,County,Violent_crime,MNNM,Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
Georgia,Tift,72,0,1,16,55,587,125,428,34,
Georgia,Towns,31,0,0,0,31,131,31,91,9,0
Georgia,Treutlen,3,0,0,1,2,63,27,35,1,0
Georgia,Troup,51,0,5,11,35,594,139,421,34,0
Georgia,Union,14,0,3,4,7,211,69,125,17,
Georgia,Upson,23,0,2,3,18,254,44,190,20,
Georgia,Ware,92,2,4,8,78,623,99,500,24,5
Georgia,Warren,15,0,2,0,13,47,19,27,1,0
Georgia,Washington,12,0,2,4,6,119,39,75,5,0
Georgia,Wayne,156,0,15,7,134,802,210,569,23,0
Georgia,Webster,0,0,0,0,0,3,2,1,0,0
Georgia,Wheeler,6,0,1,0,5,42,9,33,0,0
Georgia,White,34,1,3,2,28,162,45,103,14,0
Georgia,Wilkes,19,2,1,0,16,30,13,14,3,1
Georgia,Wilkinson,19,0,1,1,17,43,18,17,8,
Hawaii,Maui Police Department,446,2,95,67,282,"5,729",906,"4,016",807,109
Hawaii,Hawaii Police Department,508,5,142,77,284,"5,373",872,"3,770",731,32
Hawaii,Kauai Police Department,183,0,45,25,113,"1,813",440,"1,248",125,39
Idaho,Ada,241,1,39,6,195,713,153,512,48,6
Idaho,Bannock,1,0,0,0,1,13,3,7,3,0
Idaho,Boise,10,0,3,0,7,56,17,30,9,2
Idaho,Bonneville,112,0,19,1,92,546,187,319,40,3
Idaho,Canyon,94,0,15,1,78,507,193,241,73,6
Idaho,Franklin,1,0,0,0,1,56,6,46,4,0
Idaho,Gem,9,0,0,0,9,23,3,18,2,1
Idaho,Jefferson,13,0,0,0,13,126,41,70,15,0
Idaho,Jerome,28,0,5,2,21,112,29,60,23,1
Idaho,Kootenai5,100,1,25,6,68,,,755,47,6
Idaho,Nez Perce,6,0,0,0,6,81,46,34,1,0
Idaho,Owyhee,24,0,2,0,22,76,16,50,10,0
Idaho,Twin Falls,57,0,6,2,49,210,108,75,27,2
Idaho,Adams,13,0,0,0,13,39,4,29,6,0
Idaho,Bear Lake,0,0,0,0,0,44,16,24,4,0
Idaho,Benewah,24,0,5,1,18,89,24,50,15,0
Idaho,Bingham,28,1,7,0,20,189,60,114,15,2
Idaho,Blaine,5,0,0,0,5,23,9,12,2,0
Idaho,Caribou,0,0,0,0,0,21,8,12,1,0
Idaho,Cassia,45,0,6,2,37,367,62,250,55,0
Idaho,Clearwater,29,0,2,0,27,48,15,32,1,0
Idaho,Custer,1,0,0,0,1,23,5,17,1,0
Idaho,Elmore,17,1,4,0,12,85,24,48,13,0
Idaho,Fremont,8,0,3,0,5,71,7,57,7,0
Idaho,Gooding,14,0,1,1,12,56,17,25,14,0
Idaho,Idaho,18,0,3,0,15,79,25,51,3,0
Idaho,Latah,16,0,5,0,11,155,59,88,8,0
Idaho,Lewis,2,0,0,0,2,18,3,15,0,0
Idaho,Madison,20,0,15,0,5,80,18,49,13,0
Idaho,Minidoka,19,0,3,1,15,112,12,85,15,1
Idaho,Oneida,6,0,1,0,5,68,15,51,2,0
Idaho,Payette,14,0,1,0,13,77,14,50,13,0
Idaho,Power,2,0,1,0,1,33,6,19,8,0
Idaho,Teton,13,0,1,0,12,55,8,40,7,0
Idaho,Valley,8,1,2,0,5,57,21,33,3,0
Idaho,Washington,14,0,4,0,10,12,3,9,0,0
Illinois,Alexander,7,0,0,0,7,50,16,33,1,0
Illinois,Bond,2,0,1,0,1,61,23,37,1,0
Illinois,Boone,32,1,18,0,13,152,39,104,9,0
Illinois,Champaign,91,1,17,11,62,466,145,305,16,5
Illinois,Clinton,15,0,1,2,12,43,7,31,5,0
Illinois,Cook,182,8,23,42,109,467,106,311,50,12
Illinois,De Kalb,43,0,12,0,31,120,33,86,1,0
Illinois,DuPage,80,0,18,16,46,702,134,521,47,2
Illinois,Ford,24,0,1,1,22,79,22,54,3,1
Illinois,Grundy,18,0,7,0,11,137,33,96,8,1
Illinois,Henry,6,0,1,0,5,58,13,45,0,1
Illinois,Jackson,31,2,7,0,22,266,92,165,9,1
Illinois,Jersey,14,0,5,0,9,112,44,65,3,2
Illinois,Kane,67,0,15,10,42,318,87,194,37,4
Illinois,Kankakee,49,1,10,5,33,302,102,174,26,4
Illinois,Kendall,78,0,19,6,53,152,69,71,12,3
Illinois,Lake,101,1,24,12,64,"1,048",264,710,74,2
Illinois,Macon,27,0,7,1,19,270,57,202,11,2
Illinois,Macoupin,11,0,1,0,10,180,38,124,18,0
Illinois,Madison,150,1,24,23,102,"1,025",239,718,68,5
Illinois,Marshall,5,0,1,0,4,27,17,9,1,1
Illinois,McHenry,68,1,20,1,46,372,117,242,13,2
Illinois,McLean,24,1,9,0,14,118,40,66,12,0
Illinois,Menard,7,0,4,0,3,28,8,19,1,0
Illinois,Peoria,114,0,33,9,72,866,206,601,59,6
Illinois,Piatt,7,0,5,0,2,39,25,10,4,1
Illinois,Rock Island,61,0,17,3,41,285,61,219,5,1
Illinois,Sangamon,149,0,24,9,116,624,186,364,74,5
Illinois,Stark,6,0,0,0,6,49,16,30,3,0
Illinois,St. Clair,98,1,21,22,54,730,209,464,57,4
Illinois,Vermilion,70,0,29,4,37,398,138,243,17,0
Illinois,Will,144,5,24,27,88,865,234,543,88,20
Illinois,Williamson,8,0,5,3,0,321,105,196,20,1
Illinois,Winnebago,118,0,23,12,83,758,248,453,57,10
Illinois,Woodford,11,0,4,0,7,89,23,60,6,0
Illinois,Adams,37,0,18,1,18,186,46,136,4,0
Illinois,Brown,3,0,0,0,3,15,4,10,1,2
Illinois,Bureau,17,0,6,0,11,156,56,100,0,2
Illinois,Carroll,2,0,0,0,2,70,19,50,1,0
Illinois,Cass,6,0,0,0,6,9,3,5,1,0
Illinois,Clark,5,0,1,0,4,42,20,17,5,3
Illinois,Clay,3,0,1,0,2,55,16,30,9,1
Illinois,Coles,22,0,5,0,17,104,34,63,7,4
Illinois,Crawford,1,0,1,0,0,40,8,31,1,5
Illinois,Cumberland,2,0,0,1,1,30,16,12,2,0
Illinois,Douglas,4,0,2,0,2,46,13,29,4,0
Illinois,Edgar,4,0,0,0,4,59,31,27,1,0
Illinois,Effingham,11,0,0,0,11,131,48,71,12,1
Illinois,Fayette,2,0,0,0,2,93,19,66,8,1
Illinois,Franklin,26,0,0,0,26,228,71,153,4,2
Illinois,Fulton,12,0,4,1,7,106,33,68,5,1
Illinois,Gallatin,2,0,0,0,2,40,10,27,3,1
Illinois,Greene,2,0,0,0,2,31,13,16,2,0
Illinois,Hancock,7,0,1,0,6,86,31,55,0,1
Illinois,Hardin,19,1,1,1,16,31,13,14,4,1
Illinois,Iroquois,21,0,5,3,13,156,59,91,6,1
Illinois,Jasper,0,0,0,0,0,6,3,3,0,0
Illinois,Jefferson,48,0,7,1,40,234,96,115,23,4
Illinois,Jo Daviess,2,0,1,0,1,77,25,51,1,2
Illinois,Knox,30,0,4,1,25,128,54,69,5,1
Illinois,La Salle,50,1,29,0,20,297,93,197,7,5
Illinois,Lee,34,0,0,1,33,147,52,87,8,2
Illinois,Livingston,20,0,5,3,12,169,37,121,11,3
Illinois,Logan,20,0,2,0,18,43,23,17,3,0
Illinois,Marion,39,0,4,3,32,141,71,54,16,0
Illinois,Mason,13,0,6,0,7,65,18,42,5,1
Illinois,Massac,13,0,2,1,10,95,35,51,9,1
Illinois,McDonough,3,0,0,0,3,36,8,27,1,0
Illinois,Montgomery,1,0,0,1,0,107,37,70,0,1
Illinois,Morgan,24,1,12,0,11,110,31,73,6,1
Illinois,Ogle,15,0,1,0,14,142,36,99,7,0
Illinois,Perry,6,0,0,0,6,37,14,22,1,1
Illinois,Pike,5,0,4,0,1,60,16,44,0,0
Illinois,Putnam,2,0,0,0,2,18,4,14,0,0
Illinois,Randolph,1,0,1,0,0,13,4,9,0,0
Illinois,Richland,20,0,3,0,17,76,22,44,10,1
Illinois,Saline,20,0,0,1,19,175,62,104,9,0
Illinois,Schuyler,1,0,0,0,1,0,0,0,0,0
Illinois,Scott,0,0,0,0,0,17,8,8,1,0
Illinois,Shelby,4,0,4,0,0,23,3,19,1,0
Illinois,Stephenson,9,0,7,0,2,157,34,115,8,0
Illinois,Union,22,0,6,1,15,99,31,58,10,1
Illinois,Wabash,0,0,0,0,0,11,3,8,0,0
Illinois,Washington,27,0,0,0,27,42,20,18,4,2
Illinois,White,27,0,1,0,26,114,26,81,7,3
Illinois,Whiteside,24,0,7,0,17,106,44,50,12,1
Indiana,Allen,167,1,25,25,116,731,169,503,59,1
Indiana,Bartholomew,62,1,9,23,29,579,152,335,92,0
Indiana,Clark,114,0,12,7,95,524,178,267,79,2
Indiana,Delaware,59,2,3,9,45,377,91,228,58,2
Indiana,Johnson,63,0,0,9,54,536,70,454,12,0
Indiana,Lake,61,2,4,29,26,654,75,505,74,1
Indiana,La Porte6,68,0,7,4,57,457,158,251,48,0
Indiana,Madison,32,0,19,6,7,428,115,281,32,1
Indiana,Monroe,42,0,11,7,24,682,84,529,69,6
Indiana,Shelby,50,0,9,1,40,213,71,110,32,0
Indiana,St. Joseph,119,1,24,28,66,"1,239",385,745,109,3
Indiana,Tippecanoe,45,1,7,7,30,515,146,335,34,10
Indiana,Vanderburgh,89,1,12,12,64,688,131,524,33,6
Indiana,Vigo6,61,1,8,6,46,879,279,486,114,3
Indiana,Clinton,13,0,9,1,3,194,71,100,23,1
Indiana,Crawford,28,0,1,0,27,90,76,0,14,0
Indiana,Daviess,1,1,0,0,0,92,24,57,11,
Indiana,De Kalb,10,0,7,2,1,175,42,113,20,
Indiana,Franklin,3,0,0,3,0,137,49,70,18,
Indiana,Grant,28,0,3,0,25,223,63,153,7,0
Indiana,Greene,2,1,1,0,0,213,37,154,22,0
Indiana,Huntington,5,0,1,0,4,94,11,70,13,
Indiana,Jackson,17,0,5,0,12,349,109,227,13,
Indiana,Jennings,22,1,6,0,15,229,127,93,9,0
Indiana,LaGrange,38,0,5,3,30,172,42,92,38,0
Indiana,Lawrence,69,0,3,1,65,251,114,97,40,2
Indiana,Miami,11,0,1,0,10,246,75,164,7,0
Indiana,Noble,12,0,4,0,8,243,113,105,25,0
Indiana,Starke,18,2,3,0,13,403,46,351,6,
Indiana,Wayne,14,1,3,2,8,198,60,123,15,
Iowa,Benton,24,0,1,1,22,98,35,55,8,0
Iowa,Black Hawk,26,0,3,1,22,146,66,60,20,1
Iowa,Dallas,34,1,5,3,25,103,37,56,10,2
Iowa,Dubuque,16,0,10,0,6,166,57,95,14,1
Iowa,Grundy,10,0,0,0,10,60,22,36,2,0
Iowa,Guthrie,6,0,0,2,4,54,27,18,9,0
Iowa,Harrison,17,0,4,0,13,68,14,43,11,1
Iowa,Johnson,70,0,17,2,51,234,42,177,15,0
Iowa,Linn,33,0,17,1,15,311,125,147,39,1
Iowa,Madison,1,0,0,0,1,41,17,19,5,2
Iowa,Mills,21,0,1,0,20,97,26,50,21,1
Iowa,Plymouth,14,0,3,0,11,32,11,15,6,0
Iowa,Polk,113,6,24,11,72,677,204,355,118,5
Iowa,Pottawattamie,64,0,8,3,53,311,95,173,43,5
Iowa,Scott,50,0,6,3,41,207,76,99,32,1
Iowa,Story,14,0,3,1,10,131,56,65,10,5
Iowa,Warren,52,1,8,0,43,191,56,106,29,5
Iowa,Washington,31,0,3,0,28,84,37,40,7,0
Iowa,Woodbury,27,0,2,0,25,166,62,78,26,1
Iowa,Adair,4,0,0,0,4,39,15,18,6,0
Iowa,Appanoose,17,1,1,0,15,126,63,50,13,1
Iowa,Audubon,3,0,0,0,3,19,0,18,1,1
Iowa,Boone,20,0,1,0,19,57,21,25,11,2
Iowa,Buchanan,5,2,1,0,2,122,42,68,12,2
Iowa,Buena Vista,11,0,1,0,10,29,9,18,2,1
Iowa,Butler,2,0,1,0,1,9,5,3,1,1
Iowa,Calhoun,7,0,1,0,6,36,10,23,3,2
Iowa,Carroll,3,0,2,0,1,3,1,0,2,0
Iowa,Cass,16,0,5,0,11,50,15,30,5,0
Iowa,Cedar,7,0,4,0,3,64,15,42,7,0
Iowa,Cerro Gordo,11,0,0,0,11,98,31,57,10,0
Iowa,Cherokee,4,0,1,0,3,21,8,10,3,0
Iowa,Chickasaw,11,1,1,0,9,32,5,22,5,0
Iowa,Clarke,4,0,1,0,3,36,15,13,8,0
Iowa,Clay,9,0,0,0,9,40,9,25,6,0
Iowa,Clayton,9,0,4,1,4,46,16,24,6,0
Iowa,Clinton,38,2,0,0,36,126,38,78,10,0
Iowa,Crawford,4,0,0,0,4,14,5,7,2,2
Iowa,Davis,2,0,0,0,2,8,4,4,0,0
Iowa,Decatur,7,0,0,0,7,17,6,9,2,0
Iowa,Delaware,14,0,7,0,7,86,43,39,4,2
Iowa,Des Moines,7,0,1,1,5,157,98,49,10,0
Iowa,Dickinson,10,1,2,0,7,27,8,11,8,0
Iowa,Emmet,10,0,0,0,10,37,7,25,5,0
Iowa,Fayette,11,0,1,1,9,39,12,21,6,0
Iowa,Floyd,2,0,0,0,2,23,12,8,3,0
Iowa,Franklin,1,0,0,0,1,0,0,0,0,0
Iowa,Fremont,21,0,7,0,14,59,23,26,10,0
Iowa,Hamilton,5,0,0,0,5,40,13,24,3,3
Iowa,Henry,16,0,1,0,15,89,34,50,5,3
Iowa,Howard,1,0,0,0,1,63,38,20,5,0
Iowa,Humboldt,3,0,0,0,3,41,9,29,3,0
Iowa,Ida,9,0,0,0,9,23,8,12,3,0
Iowa,Iowa,17,1,0,0,16,69,20,36,13,0
Iowa,Jackson,3,0,0,0,3,21,14,2,5,0
Iowa,Jasper,32,1,5,0,26,121,49,60,12,2
Iowa,Jefferson,0,0,0,0,0,45,22,18,5,0
Iowa,Keokuk,6,0,3,0,3,48,22,20,6,0
Iowa,Kossuth,14,0,1,0,13,15,5,9,1,0
Iowa,Lee,27,1,0,1,25,99,38,46,15,0
Iowa,Louisa,30,0,5,1,24,100,48,45,7,2
Iowa,Lucas,13,0,3,0,10,86,47,34,5,2
Iowa,Lyon,11,0,1,0,10,62,19,39,4,1
Iowa,Mahaska,15,0,1,0,14,130,79,39,12,1
Iowa,Marion,42,0,20,0,22,67,34,24,9,1
Iowa,Marshall,26,0,0,1,25,91,32,54,5,1
Iowa,Monona,11,0,1,0,10,34,5,24,5,0
Iowa,Monroe,7,0,2,0,5,23,6,13,4,0
Iowa,Muscatine,29,0,4,1,24,67,34,22,11,2
Iowa,O'Brien,25,0,3,0,22,73,20,52,1,0
Iowa,Osceola,5,0,1,0,4,81,22,59,0,0
Iowa,Page,7,0,1,0,6,42,16,17,9,0
Iowa,Palo Alto,18,0,2,0,16,67,31,30,6,0
Iowa,Sac,8,0,4,0,4,50,14,31,5,0
Iowa,Shelby,6,0,0,0,6,24,11,13,0,1
Iowa,Sioux,2,0,1,0,1,51,17,31,3,1
Iowa,Tama,36,0,5,0,31,83,42,35,6,1
Iowa,Taylor,3,0,0,0,3,17,4,11,2,0
Iowa,Union,6,0,0,0,6,44,16,21,7,1
Iowa,Van Buren,4,0,0,0,4,53,27,23,3,1
Iowa,Wapello,22,0,2,0,20,186,80,89,17,2
Iowa,Wayne,13,0,2,0,11,54,22,28,4,0
Iowa,Webster,46,1,2,1,42,127,54,56,17,5
Iowa,Winneshiek,8,0,1,0,7,32,5,23,4,0
Iowa,Worth,10,0,1,0,9,50,13,28,9,0
Iowa,Wright,2,0,2,0,0,19,11,8,0,0
Kansas,Butler,49,1,7,1,40,442,134,271,37,4
Kansas,Doniphan,4,1,0,0,3,31,13,12,6,0
Kansas,Harvey,23,3,1,0,19,72,28,36,8,0
Kansas,Jackson,21,0,3,0,18,90,19,62,9,2
Kansas,Johnson,46,0,8,3,35,317,76,209,32,3
Kansas,Kingman,7,0,0,0,7,55,24,30,1,0
Kansas,Leavenworth,32,0,5,1,26,186,68,89,29,6
Kansas,Miami,31,1,4,1,25,196,77,95,24,7
Kansas,Osage,13,0,3,0,10,52,16,29,7,0
Kansas,Pottawatomie,45,0,2,1,42,214,45,158,11,6
Kansas,Riley County Police Department,221,2,55,23,141,"1,355",226,"1,051",78,13
Kansas,Sedgwick5,158,3,15,6,134,,,259,60,6
Kansas,Shawnee,79,0,4,9,66,899,186,626,87,2
Kansas,Sumner,33,0,2,3,28,170,60,92,18,1
Kansas,Wabaunsee,7,0,3,0,4,70,23,39,8,2
Kansas,Wyandotte,59,2,7,6,44,77,6,62,9,1
Kansas,Allen,12,0,1,1,10,71,25,39,7,2
Kansas,Anderson,6,0,2,0,4,52,17,29,6,0
Kansas,Atchison,6,0,0,1,5,26,3,21,2,0
Kansas,Barber,2,0,0,0,2,12,6,5,1,0
Kansas,Barton,12,0,2,0,10,51,2,41,8,2
Kansas,Bourbon,16,0,2,0,14,102,47,50,5,0
Kansas,Brown,10,0,1,0,9,15,8,5,2,0
Kansas,Chautauqua,1,0,0,0,1,18,6,8,4,0
Kansas,Cherokee,30,2,1,2,25,180,82,82,16,4
Kansas,Cheyenne,5,0,0,1,4,16,2,13,1,0
Kansas,Cloud,14,0,2,0,12,54,26,25,3,3
Kansas,Cowley,23,0,2,0,21,123,41,74,8,2
Kansas,Crawford,35,0,2,0,33,161,2,135,24,10
Kansas,Dickinson,16,0,2,0,14,139,39,84,16,1
Kansas,Edwards,2,1,0,0,1,19,3,15,1,0
Kansas,Ellis,21,0,2,1,18,62,28,28,6,2
Kansas,Ellsworth,8,0,2,0,6,46,16,24,6,2
Kansas,Finney,30,0,2,3,25,162,46,96,20,0
Kansas,Ford,23,0,0,1,22,99,44,45,10,3
Kansas,Franklin,48,0,4,0,44,161,56,87,18,0
Kansas,Geary,15,0,1,0,14,32,11,20,1,2
Kansas,Gove,2,1,0,0,1,13,2,10,1,2
Kansas,Grant,5,1,1,0,3,10,1,9,0,0
Kansas,Gray,15,0,1,0,14,79,26,41,12,1
Kansas,Greeley,2,0,0,1,1,13,3,9,1,0
Kansas,Greenwood,17,1,1,0,15,58,15,38,5,0
Kansas,Harper,1,0,0,0,1,14,6,8,0,0
Kansas,Haskell,0,0,0,0,0,32,8,22,2,0
Kansas,Hodgeman,1,0,0,0,1,10,2,6,2,0
Kansas,Kearny,7,0,2,0,5,52,8,42,2,0
Kansas,Kiowa,0,0,0,0,0,28,9,18,1,0
Kansas,Lane,4,0,1,0,3,3,0,3,0,0
Kansas,Logan,0,0,0,0,0,19,4,13,2,1
Kansas,Lyon,16,0,3,1,12,78,25,50,3,4
Kansas,Marion,4,0,0,1,3,69,31,33,5,0
Kansas,McPherson,5,0,0,0,5,53,20,29,4,1
Kansas,Mitchell,0,0,0,0,0,10,4,4,2,0
Kansas,Montgomery,11,0,3,0,8,113,53,52,8,0
Kansas,Morris,5,0,0,0,5,42,11,27,4,3
Kansas,Morton,1,0,0,0,1,25,7,18,0,1
Kansas,Nemaha,2,0,0,0,2,52,20,25,7,1
Kansas,Neosho,9,0,0,0,9,74,30,37,7,7
Kansas,Ness,8,0,1,0,7,28,7,16,5,0
Kansas,Norton,5,0,0,0,5,20,5,11,4,0
Kansas,Ottawa,3,0,1,0,2,71,17,49,5,2
Kansas,Pawnee,0,0,0,0,0,19,9,8,2,0
Kansas,Phillips,3,0,0,0,3,29,10,18,1,1
Kansas,Pratt,5,0,0,0,5,24,9,13,2,0
Kansas,Reno,30,0,5,0,25,257,90,141,26,12
Kansas,Republic,3,0,0,0,3,27,6,17,4,1
Kansas,Rice,9,0,0,2,7,70,31,36,3,1
Kansas,Rooks,3,0,1,0,2,32,12,19,1,0
Kansas,Rush,6,0,1,0,5,73,28,38,7,2
Kansas,Russell,10,0,2,0,8,28,7,18,3,0
Kansas,Saline,20,1,5,0,14,104,31,59,14,1
Kansas,Seward,13,0,0,1,12,15,2,12,1,1
Kansas,Sherman,2,0,0,0,2,4,1,2,1,0
Kansas,Stafford,4,0,0,0,4,17,6,7,4,0
Kansas,Thomas,7,0,1,0,6,43,14,27,2,0
Kansas,Trego,0,0,0,0,0,12,4,5,3,0
Kansas,Washington,1,0,1,0,0,22,10,9,3,0
Kansas,Wichita,5,0,0,0,5,23,3,18,2,0
Kansas,Wilson,5,0,0,0,5,42,13,25,4,2
Kansas,Woodson,4,0,0,0,4,26,6,18,2,0
Kentucky,Allen,9,0,5,0,4,145,69,60,16,1
Kentucky,Boone,65,2,29,13,21,911,164,669,78,2
Kentucky,Bourbon,2,0,0,1,1,77,30,44,3,0
Kentucky,Boyd,14,0,2,2,10,171,47,94,30,1
Kentucky,Bracken,2,0,0,1,1,22,6,13,3,0
Kentucky,Bullitt,33,0,11,5,17,500,122,288,90,0
Kentucky,Butler,2,0,0,2,0,71,26,33,12,0
Kentucky,Campbell,0,0,0,0,0,0,0,0,0,0
Kentucky,Campbell County Police Department,20,1,14,2,3,197,44,131,22,0
Kentucky,Christian,22,0,5,1,16,322,123,169,30,5
Kentucky,Clark,13,0,2,7,4,220,90,104,26,2
Kentucky,Daviess,10,1,3,0,6,405,115,245,45,2
Kentucky,Edmonson,3,0,0,1,2,28,14,12,2,0
Kentucky,Fayette,0,0,0,0,0,0,0,0,0,0
Kentucky,Gallatin,0,0,0,0,0,34,11,18,5,0
Kentucky,Grant,5,0,3,0,2,128,36,74,18,0
Kentucky,Greenup,2,0,0,1,1,27,8,9,10,0
Kentucky,Hardin,12,1,0,1,10,157,36,99,22,2
Kentucky,Henderson,14,2,2,3,7,162,53,83,26,0
Kentucky,Henry,2,0,0,0,2,3,2,1,0,2
Kentucky,Jefferson,0,0,0,0,0,0,0,0,0,0
Kentucky,Jessamine,15,0,3,8,4,280,105,149,26,0
Kentucky,Kenton,1,0,0,1,0,6,0,6,0,0
Kentucky,Kenton County Police Department,18,1,11,0,6,125,44,67,14,1
Kentucky,Larue,1,0,0,0,1,32,14,12,6,0
Kentucky,McLean,6,0,3,1,2,52,24,21,7,1
Kentucky,Meade,11,1,0,0,10,154,61,56,37,2
Kentucky,Oldham,0,0,0,0,0,4,2,2,0,0
Kentucky,Oldham County Police Department,27,0,9,5,13,450,139,285,26,2
Kentucky,Pendleton,4,0,1,0,3,71,26,35,10,0
Kentucky,Scott,9,0,2,2,5,220,62,142,16,0
Kentucky,Shelby,21,0,3,4,14,312,66,215,31,0
Kentucky,Spencer,1,0,0,0,1,56,17,36,3,0
Kentucky,Trigg,12,0,1,1,10,47,20,21,6,0
Kentucky,Trimble,1,0,0,0,1,14,7,5,2,0
Kentucky,Warren,37,1,13,6,17,516,182,289,45,2
Kentucky,Adair,0,0,0,0,0,17,4,8,5,1
Kentucky,Anderson,3,0,0,0,3,44,15,23,6,0
Kentucky,Ballard,5,0,2,0,3,65,23,35,7,0
Kentucky,Barren,13,0,1,2,10,124,70,42,12,0
Kentucky,Bath,0,0,0,0,0,21,3,17,1,0
Kentucky,Bell,15,0,3,3,9,113,32,62,19,4
Kentucky,Boyle,4,0,2,0,2,44,19,24,1,0
Kentucky,Breckinridge,5,1,0,0,4,51,25,16,10,0
Kentucky,Caldwell,1,0,0,0,1,48,23,19,6,2
Kentucky,Calloway,19,0,8,2,9,328,158,143,27,3
Kentucky,Carlisle,0,0,0,0,0,9,3,5,1,0
Kentucky,Carroll,1,0,0,0,1,5,0,4,1,0
Kentucky,Carter,7,0,1,2,4,66,31,28,7,0
Kentucky,Casey,1,0,0,0,1,29,13,8,8,0
Kentucky,Clay,1,0,0,0,1,108,25,42,41,0
Kentucky,Clinton,2,0,0,0,2,27,12,6,9,0
Kentucky,Crittenden,1,0,0,0,1,17,7,8,2,1
Kentucky,Cumberland,0,0,0,0,0,6,0,5,1,0
Kentucky,Fleming,4,0,0,0,4,11,9,1,1,0
Kentucky,Floyd,3,0,0,0,3,59,18,29,12,0
Kentucky,Franklin,28,0,7,2,19,265,62,168,35,0
Kentucky,Fulton,1,0,0,0,1,6,1,5,0,0
Kentucky,Graves,31,1,10,5,15,284,90,162,32,1
Kentucky,Grayson,7,0,2,0,5,53,23,16,14,0
Kentucky,Harlan,3,0,0,1,2,23,6,13,4,1
Kentucky,Harrison,1,0,0,0,1,107,50,50,7,0
Kentucky,Hart,7,0,0,1,6,57,24,29,4,0
Kentucky,Hickman,2,0,1,0,1,16,7,5,4,0
Kentucky,Hopkins,8,0,1,1,6,236,74,127,35,1
Kentucky,Jackson,5,0,0,1,4,70,33,26,11,0
Kentucky,Johnson,3,0,1,0,2,45,13,17,15,1
Kentucky,Knott,0,0,0,0,0,20,3,10,7,0
Kentucky,Knox,14,0,0,3,11,150,57,49,44,1
Kentucky,Laurel,49,3,1,10,35,599,190,295,114,0
Kentucky,Lawrence,0,0,0,0,0,44,17,16,11,0
Kentucky,Lee,0,0,0,0,0,2,1,1,0,0
Kentucky,Leslie,3,0,0,0,3,2,0,2,0,0
Kentucky,Letcher,0,0,0,0,0,19,8,8,3,0
Kentucky,Lewis,2,0,0,0,2,16,4,7,5,0
Kentucky,Lincoln,4,0,1,3,0,77,24,30,23,0
Kentucky,Livingston,5,0,0,1,4,66,24,34,8,2
Kentucky,Logan,15,0,5,1,9,151,71,68,12,0
Kentucky,Lyon,0,0,0,0,0,32,14,15,3,0
Kentucky,Madison,10,0,3,1,6,341,123,193,25,2
Kentucky,Magoffin,1,0,0,0,1,6,3,1,2,1
Kentucky,Marion,2,0,0,0,2,68,22,35,11,0
Kentucky,Marshall,28,1,8,5,14,181,72,90,19,4
Kentucky,Martin,3,0,0,0,3,15,5,8,2,0
Kentucky,Mason,11,0,3,4,4,85,31,48,6,0
Kentucky,McCracken,43,1,19,4,19,499,155,286,58,0
Kentucky,McCreary,4,0,0,1,3,37,7,22,8,0
Kentucky,Menifee,4,1,2,0,1,28,15,9,4,0
Kentucky,Mercer,3,0,1,0,2,26,8,12,6,0
Kentucky,Metcalfe,4,0,0,1,3,58,30,19,9,1
Kentucky,Monroe,0,0,0,0,0,9,5,3,1,0
Kentucky,Montgomery,14,0,2,2,10,273,98,155,20,0
Kentucky,Morgan,0,0,0,0,0,19,5,8,6,0
Kentucky,Muhlenberg,11,0,3,0,8,95,56,23,16,1
Kentucky,Nelson,18,1,4,1,12,217,66,130,21,0
Kentucky,Nicholas,0,0,0,0,0,5,3,2,0,0
Kentucky,Ohio,10,0,1,3,6,94,35,46,13,0
Kentucky,Owen,3,0,1,0,2,50,26,21,3,0
Kentucky,Owsley,0,0,0,0,0,5,5,0,0,0
Kentucky,Perry,3,0,0,0,3,21,4,11,6,0
Kentucky,Pike,3,0,0,1,2,91,17,72,2,0
Kentucky,Powell,0,0,0,0,0,24,9,11,4,0
Kentucky,Pulaski,34,1,9,4,20,373,163,158,52,1
Kentucky,Robertson,0,0,0,0,0,1,0,1,0,0
Kentucky,Rockcastle,4,0,0,1,3,45,20,16,9,1
Kentucky,Rowan,3,0,0,0,3,120,30,80,10,0
Kentucky,Russell,3,0,2,0,1,28,12,9,7,0
Kentucky,Simpson,12,0,0,1,11,39,20,14,5,0
Kentucky,Taylor,7,0,2,1,4,162,68,81,13,1
Kentucky,Todd,2,0,0,0,2,46,20,20,6,0
Kentucky,Union,4,0,1,1,2,55,29,17,9,1
Kentucky,Washington,4,0,1,0,3,31,15,13,3,0
Kentucky,Wayne,1,0,1,0,0,32,14,14,4,1
Kentucky,Webster,1,0,0,0,1,27,10,8,9,0
Kentucky,Whitley,12,3,0,1,8,115,55,46,14,0
Kentucky,Wolfe,0,0,0,0,0,13,4,8,1,0
Louisiana,Acadia5,101,0,4,22,75,,415,327,,0
Louisiana,Ascension,311,5,11,38,257,"3,014",615,"2,208",191,11
Louisiana,Bossier,67,1,5,4,57,646,167,434,45,2
Louisiana,Caddo,67,1,3,5,58,810,225,527,58,1
Louisiana,Calcasieu,465,8,45,43,369,"4,387","1,254","2,892",241,11
Louisiana,Cameron,20,2,1,0,17,148,17,126,5,0
