State,County,Violent_crime,MNNM,"Rape
(revised
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
Georgia,Screven,45,0,,0,3,42,181,68,96,17,1
Georgia,Seminole,9,0,,0,0,9,66,30,35,1,0
Georgia,Stephens,30,1,,4,1,24,347,109,228,10,0
Georgia,Stewart,0,0,,0,0,0,4,2,2,0,0
Georgia,Sumter,22,1,,2,7,12,281,73,194,14,0
Georgia,Talbot,0,0,,0,0,0,71,43,26,2,0
Georgia,Tattnall,6,0,,0,3,3,220,70,127,23,2
Georgia,Taylor,17,0,,3,1,13,66,32,30,4,1
Georgia,Thomas,38,1,,8,6,23,572,203,323,46,6
Georgia,Tift,92,3,,0,20,69,613,154,437,22,2
Georgia,Towns,29,1,,1,0,27,117,25,89,3,0
Georgia,Treutlen,7,0,,0,1,6,58,21,32,5,0
Georgia,Troup,58,1,,7,12,38,655,171,444,40,0
Georgia,Turner,6,0,,1,0,5,71,19,48,4,0
Georgia,Union,49,1,,2,0,46,268,91,163,14,0
Georgia,Upson,61,0,,0,7,54,344,69,250,25,0
Georgia,Ware,104,1,,6,7,90,673,128,524,21,5
Georgia,Warren,8,0,,0,0,8,63,14,39,10,0
Georgia,Washington,16,0,,3,2,11,141,46,81,14,0
Georgia,Wayne,70,1,,3,6,60,788,257,504,27,0
Georgia,Webster,6,0,,0,2,4,8,5,2,1,0
Georgia,Wheeler,1,0,,0,1,0,44,9,34,1,0
Georgia,Wilcox,15,1,,3,0,11,5,4,1,0,0
Georgia,Wilkes,12,0,,0,0,12,26,12,14,0,0
Georgia,Wilkinson,11,0,,1,0,10,55,23,30,2,0
Hawaii,Maui Police Department,508,4,88,,80,336,"5,800","1,046","4,184",570,57
Idaho,Ada,184,0,65,,2,117,843,191,617,35,14
Idaho,Bannock,7,0,0,,0,7,58,15,39,4,0
Idaho,Boise,7,0,0,,0,7,95,20,71,4,0
Idaho,Bonneville,74,0,11,,1,62,748,157,546,45,6
Idaho,Butte,8,0,1,,0,7,0,0,0,0,0
Idaho,Canyon,70,1,11,,2,56,576,207,322,47,9
Idaho,Franklin,1,0,0,,0,1,74,22,50,2,0
Idaho,Gem,5,0,0,,0,5,33,6,23,4,0
Idaho,Jefferson,6,0,0,,1,5,125,28,87,10,0
Idaho,Kootenai,103,0,11,,3,89,"1,038",273,710,55,10
Idaho,Nez Perce,7,1,1,,0,5,95,23,60,12,0
Idaho,Owyhee,10,0,3,,0,7,103,36,56,11,0
Idaho,Adams,5,0,0,,0,5,19,0,17,2,0
Idaho,Bear Lake,7,0,2,,0,5,38,6,30,2,0
Idaho,Benewah,16,2,0,,1,13,89,23,61,5,1
Idaho,Bingham,21,1,5,,2,13,226,70,142,14,1
Idaho,Blaine,1,1,0,,0,0,39,13,22,4,2
Idaho,Bonner,31,0,6,,1,24,382,150,199,33,1
Idaho,Boundary,6,0,2,,0,4,56,30,21,5,0
Idaho,Camas,0,0,0,,0,0,2,1,1,0,0
Idaho,Caribou,0,0,0,,0,0,21,5,16,0,0
Idaho,Cassia,40,0,8,,1,31,490,77,384,29,4
Idaho,Clark,1,0,0,,0,1,12,1,11,0,0
Idaho,Clearwater,19,0,1,,0,18,113,21,87,5,2
Idaho,Custer,1,0,0,,0,1,15,3,11,1,0
Idaho,Elmore,11,0,3,,0,8,60,13,42,5,0
Idaho,Fremont,3,0,3,,0,0,65,20,41,4,0
Idaho,Gooding,12,0,0,,1,11,45,16,23,6,1
Idaho,Idaho,11,1,2,,0,8,124,55,63,6,1
Idaho,Jerome,17,1,1,,1,14,152,73,58,21,2
Idaho,Latah,16,0,2,,0,14,189,85,98,6,0
Idaho,Lemhi,9,0,3,,0,6,33,5,25,3,0
Idaho,Lewis,1,0,1,,0,0,43,16,23,4,1
Idaho,Lincoln,9,0,0,,0,9,3,0,1,2,0
Idaho,Madison,8,0,4,,0,4,67,17,46,4,0
Idaho,Minidoka,11,0,2,,0,9,172,48,108,16,0
Idaho,Oneida,1,0,0,,0,1,25,5,16,4,0
Idaho,Payette,21,0,0,,0,21,91,32,55,4,0
Idaho,Power,1,0,0,,1,0,27,6,19,2,0
Idaho,Shoshone,25,2,3,,1,19,221,101,106,14,5
Idaho,Teton,11,0,1,,0,10,40,8,32,0,0
Idaho,Twin Falls,65,2,4,,1,58,199,101,85,13,3
Idaho,Valley,14,0,9,,0,5,70,24,45,1,2
Idaho,Washington,3,0,1,,0,2,55,14,37,4,0
Illinois,Alexander,15,0,2,,0,13,41,15,22,4,3
Illinois,Champaign,87,4,14,,8,61,550,195,332,23,5
Illinois,Clinton,5,0,1,,0,4,106,24,77,5,0
Illinois,Cook,203,0,31,,44,128,"1,074",289,693,92,14
Illinois,De Kalb,10,0,1,,0,9,163,18,143,2,1
Illinois,De Witt,5,0,3,,0,2,33,17,13,3,1
Illinois,Dupage,47,1,6,,5,35,736,143,564,29,0
Illinois,Ford,10,0,0,,1,9,90,28,61,1,1
Illinois,Henry,3,0,0,,0,3,72,25,43,4,0
Illinois,Jackson,28,1,7,,4,16,195,73,111,11,0
Illinois,Jersey,9,0,7,,0,2,114,32,80,2,0
Illinois,Kane,73,0,14,,9,50,389,119,251,19,3
Illinois,Kankakee,49,5,9,,7,28,361,126,210,25,10
Illinois,Kendall,25,0,4,,1,20,226,65,154,7,4
Illinois,Lake,75,0,24,,15,36,"1,387",385,946,56,7
Illinois,Macon,22,1,0,,3,18,295,66,226,3,0
Illinois,Macoupin,4,0,0,,0,4,190,65,121,4,0
Illinois,Madison,57,0,8,,1,48,538,169,332,37,3
Illinois,Marshall,2,0,0,,0,2,40,23,17,0,1
Illinois,McHenry,64,0,17,,3,44,453,107,346,0,5
Illinois,McLean,25,0,5,,1,19,177,62,109,6,0
Illinois,Menard,5,0,2,,0,3,31,9,21,1,0
Illinois,Monroe,2,0,1,,1,0,46,15,31,0,0
Illinois,Peoria,75,0,7,,14,54,744,196,515,33,4
Illinois,Piatt,19,0,4,,2,13,67,25,40,2,1
Illinois,Rock Island,47,0,4,,2,41,231,46,181,4,1
Illinois,Sangamon,117,1,18,,9,89,572,170,358,44,5
Illinois,Stark,3,0,0,,0,3,72,29,41,2,1
Illinois,St. Clair,98,3,19,,13,63,510,181,279,50,6
Illinois,Tazewell,27,0,6,,0,21,210,61,145,4,4
Illinois,Vermilion,61,0,17,,5,39,486,170,301,15,3
Illinois,Will,145,3,31,,20,91,"1,002",346,591,65,13
Illinois,Williamson,15,1,5,,1,8,253,85,154,14,0
Illinois,Winnebago,126,4,25,,17,80,789,287,456,46,3
Illinois,Adams,32,0,10,,0,22,182,71,107,4,2
Illinois,Brown,3,0,1,,0,2,18,4,14,0,1
Illinois,Bureau,17,0,5,,2,10,164,51,109,4,0
Illinois,Carroll,0,0,0,,0,0,43,7,36,0,0
Illinois,Clark,4,0,0,,0,4,24,12,10,2,0
Illinois,Clay,3,0,0,,1,2,45,14,26,5,0
Illinois,Coles,15,0,6,,1,8,115,43,68,4,6
Illinois,Cumberland,2,0,1,,0,1,37,15,19,3,0
Illinois,Edgar,21,0,1,,0,20,64,36,23,5,2
Illinois,Effingham,14,0,1,,0,13,113,29,75,9,2
Illinois,Fayette,5,0,3,,0,2,64,10,50,4,0
Illinois,Franklin,13,0,0,,1,12,156,38,104,14,1
Illinois,Fulton,11,0,3,,0,8,89,30,51,8,3
Illinois,Gallatin,4,0,1,,0,3,43,14,27,2,0
Illinois,Greene,5,0,1,,1,3,39,14,24,1,1
Illinois,Hancock,4,0,0,,0,4,118,14,101,3,2
Illinois,Jefferson,28,1,2,,2,23,224,72,143,9,4
Illinois,Jo Daviess,2,0,0,,0,2,88,22,61,5,0
Illinois,Knox,23,0,5,,0,18,195,88,97,10,3
Illinois,Lawrence,0,0,0,,0,0,58,16,25,17,0
Illinois,Livingston,20,0,11,,0,9,148,38,105,5,1
Illinois,Logan,15,0,3,,0,12,84,43,37,4,0
Illinois,Marion,11,1,5,,2,3,140,59,60,21,0
Illinois,Mason,18,0,5,,0,13,83,20,62,1,0
Illinois,Massac,6,0,3,,0,3,58,26,30,2,0
Illinois,McDonough,7,0,1,,0,6,54,13,41,0,0
Illinois,Morgan,12,0,7,,0,5,94,23,69,2,1
Illinois,Ogle,15,0,1,,3,11,123,33,89,1,0
Illinois,Perry,7,1,0,,0,6,52,20,32,0,0
Illinois,Pulaski,17,0,0,,1,16,33,7,25,1,0
Illinois,Putnam,0,0,0,,0,0,28,10,17,1,0
Illinois,Randolph,3,0,1,,0,2,34,11,22,1,0
Illinois,Saline,9,0,0,,0,9,139,22,110,7,1
Illinois,Schuyler,2,0,0,,0,2,3,0,1,2,0
Illinois,Scott,2,0,1,,0,1,14,4,7,3,1
Illinois,Shelby,5,0,0,,0,5,57,19,38,0,1
Illinois,Stephenson,4,0,3,,0,1,156,33,116,7,1
Illinois,Union,17,0,6,,0,11,84,32,45,7,0
Illinois,Wabash,1,0,0,,0,1,27,7,20,0,0
Illinois,Warren,5,0,0,,0,5,61,28,31,2,1
Illinois,Wayne,22,0,0,,0,22,80,18,60,2,0
Illinois,White,10,0,0,,0,10,158,35,112,11,0
Illinois,Whiteside,16,0,1,,1,14,119,37,79,3,0
Indiana,Allen,105,1,,8,40,56,830,168,614,48,1
Indiana,Bartholomew,42,0,,2,4,36,523,121,362,40,0
Indiana,Brown,10,0,,0,0,10,107,40,58,9,0
Indiana,Delaware,43,0,,5,4,34,331,92,209,30,2
Indiana,Elkhart,27,1,13,,8,5,694,178,437,79,0
Indiana,Floyd,1,0,,1,0,0,443,69,350,24,
Indiana,Harrison,21,0,,2,1,18,369,75,266,28,0
Indiana,Hendricks,148,0,,6,9,133,851,182,598,71,2
Indiana,Johnson,90,0,0,,5,85,561,105,431,25,10
Indiana,Lake,52,2,,3,25,22,774,141,557,76,0
Indiana,Madison,22,0,,19,1,2,371,92,262,17,0
Indiana,Monroe,74,0,,8,17,49,815,194,560,61,
Indiana,Porter,40,0,,5,7,28,512,113,368,31,
Indiana,Posey,47,0,,3,1,43,185,74,106,5,
Indiana,Shelby,30,0,2,,2,26,306,121,170,15,1
Indiana,St. Joseph,115,1,,18,16,80,"1,135",325,741,69,4
Indiana,Sullivan,17,0,,2,0,15,133,26,91,16,0
Indiana,Tippecanoe,19,0,,6,5,8,561,180,339,42,3
Indiana,Vanderburgh4,45,0,,7,8,30,813,163,628,22,
Indiana,Vigo,63,1,,8,4,50,854,217,570,67,
Indiana,Warrick,77,0,,3,4,70,658,127,505,26,0
Indiana,Wells,2,0,,1,0,1,119,29,83,7,0
Indiana,Blackford,4,0,,0,0,4,40,10,29,1,1
Indiana,Cass,8,0,,0,0,8,184,22,160,2,0
Indiana,Clinton,15,0,,1,5,9,207,58,137,12,1
Indiana,Crawford,24,0,,0,0,24,73,67,0,6,0
Indiana,Daviess,0,0,0,,0,0,72,29,34,9,
Indiana,Franklin,4,0,,0,1,3,120,72,40,8,
Indiana,Fulton,6,0,,5,0,1,79,31,42,6,
Indiana,Gibson,28,0,,2,3,23,138,26,96,16,1
Indiana,Grant,32,0,,2,0,30,340,61,267,12,
Indiana,Greene4,5,3,1,,1,0,233,47,164,22,2
Indiana,Henry,2,0,0,,1,1,476,169,285,22,0
Indiana,Jackson,21,0,,0,2,19,354,99,235,20,
Indiana,Jay,11,0,,0,0,11,76,4,66,6,
Indiana,Jennings,77,1,,0,1,75,275,115,154,6,0
Indiana,Knox,14,0,,0,1,13,103,25,66,12,0
Indiana,Kosciusko,46,0,,5,3,38,537,132,375,30,4
Indiana,LaGrange,34,0,,3,0,31,171,43,117,11,
Indiana,Lawrence,95,1,5,,2,87,244,111,110,23,4
Indiana,Miami,11,1,,0,0,10,200,73,122,5,0
Indiana,Montgomery4,115,0,4,,5,106,332,104,199,29,0
Indiana,Noble,13,0,,3,1,9,149,73,65,11,
Indiana,Parke,7,0,,0,0,7,44,19,24,1,
Indiana,Pike,3,0,0,,0,3,115,7,101,7,
Indiana,Ripley,0,0,,0,0,0,214,51,157,6,
Indiana,Starke4,10,1,1,,0,8,72,13,56,3,8
Indiana,Steuben,9,1,,3,1,4,403,93,294,16,1
Indiana,Wabash,5,0,,0,2,3,176,55,114,7,0
Indiana,Wayne,2,2,0,,0,0,318,142,176,0,
Indiana,White,0,0,0,,0,0,0,0,0,0,0
Iowa,Black Hawk,17,0,4,,1,12,141,73,58,10,0
Iowa,Bremer,7,0,0,,0,7,26,12,12,2,0
Iowa,Dallas,20,0,0,,0,20,129,19,93,17,2
Iowa,Dubuque,20,0,8,,2,10,171,60,97,14,2
Iowa,Grundy,9,0,0,,1,8,74,25,47,2,0
Iowa,Johnson,60,0,10,,2,48,177,70,93,14,4
Iowa,Linn,41,1,9,,3,28,291,120,140,31,5
Iowa,Madison,7,0,2,,0,5,56,20,30,6,1
Iowa,Mills,15,0,5,,0,10,143,58,68,17,3
Iowa,Plymouth,16,4,5,,0,7,52,22,27,3,0
Iowa,Polk,86,1,19,,5,61,695,178,433,84,2
Iowa,Pottawattamie,80,1,9,,3,67,458,166,226,66,8
Iowa,Scott,84,0,8,,2,74,113,27,78,8,1
Iowa,Story,22,0,6,,0,16,168,81,71,16,0
Iowa,Warren,42,0,8,,1,33,199,70,100,29,6
Iowa,Washington,26,0,4,,1,21,68,26,38,4,0
Iowa,Woodbury,23,0,3,,0,20,146,94,40,12,2
Iowa,Adair,5,0,0,,0,5,53,19,30,4,0
Iowa,Adams,4,0,1,,0,3,36,10,23,3,1
Iowa,Appanoose,11,0,0,,0,11,105,46,44,15,4
Iowa,Boone,14,0,1,,0,13,62,23,35,4,0
Iowa,Buena Vista,10,0,3,,0,7,43,24,18,1,2
Iowa,Calhoun,4,0,1,,0,3,70,26,41,3,0
Iowa,Cass,11,0,0,,0,11,76,35,35,6,0
Iowa,Cedar,9,0,3,,0,6,87,24,56,7,0
Iowa,Cerro Gordo,7,0,1,,0,6,102,43,54,5,1
Iowa,Cherokee,2,0,0,,0,2,25,6,18,1,0
Iowa,Clarke,4,0,0,,0,4,59,17,30,12,0
Iowa,Clay,9,0,3,,0,6,35,20,12,3,2
Iowa,Clayton,14,0,2,,0,12,34,9,21,4,1
Iowa,Clinton,21,0,2,,0,19,127,31,88,8,0
Iowa,Davis,4,0,1,,0,3,5,1,4,0,0
Iowa,Delaware,14,0,2,,0,12,77,29,41,7,0
Iowa,Des Moines,18,0,1,,1,16,170,53,115,2,0
Iowa,Dickinson,6,0,0,,0,6,25,8,15,2,2
Iowa,Emmet,17,0,0,,0,17,48,12,32,4,0
Iowa,Fayette,24,0,3,,0,21,58,16,37,5,3
Iowa,Floyd,10,0,6,,0,4,15,10,5,0,0
Iowa,Greene,0,0,0,,0,0,0,0,0,0,0
Iowa,Hamilton,12,0,0,,1,11,61,32,25,4,0
Iowa,Hancock,9,0,0,,0,9,27,14,11,2,1
Iowa,Hardin,8,0,1,,0,7,96,32,50,14,1
Iowa,Henry,44,1,3,,0,40,79,24,42,13,0
Iowa,Howard,6,0,2,,0,4,66,25,37,4,0
Iowa,Humboldt,2,0,1,,1,0,34,13,17,4,0
Iowa,Ida,12,0,1,,2,9,82,16,62,4,0
Iowa,Iowa,11,0,0,,0,11,66,16,41,9,1
Iowa,Jasper,29,0,4,,0,25,157,86,69,2,3
Iowa,Jefferson,1,0,0,,0,1,87,34,44,9,1
Iowa,Keokuk,12,0,0,,0,12,41,20,19,2,0
Iowa,Kossuth,10,0,1,,0,9,32,13,18,1,0
Iowa,Lee,27,2,1,,0,24,99,35,57,7,0
Iowa,Louisa,12,0,4,,0,8,55,21,30,4,1
Iowa,Lucas,5,0,2,,0,3,54,18,31,5,2
Iowa,Lyon,13,0,3,,0,10,89,25,49,15,0
Iowa,Mahaska,10,0,2,,1,7,90,38,43,9,0
Iowa,Marion,49,0,8,,0,41,121,47,68,6,1
Iowa,Marshall,15,0,0,,0,15,48,19,26,3,0
Iowa,Monona,1,0,0,,0,1,36,3,30,3,0
Iowa,Monroe,3,0,0,,0,3,29,2,23,4,1
Iowa,Muscatine,21,0,5,,0,16,88,38,43,7,3
Iowa,O'Brien,20,0,6,,0,14,72,36,34,2,0
Iowa,Osceola,3,0,0,,0,3,9,2,5,2,0
Iowa,Pocahontas,6,0,1,,0,5,28,9,19,0,1
Iowa,Poweshiek,10,0,0,,0,10,30,7,18,5,3
Iowa,Ringgold,4,0,0,,0,4,25,14,11,0,0
Iowa,Sac,2,0,1,,0,1,40,17,20,3,1
Iowa,Sioux,7,0,0,,0,7,58,21,34,3,1
Iowa,Tama,43,0,8,,1,34,75,39,25,11,1
Iowa,Taylor,2,0,0,,0,2,24,6,14,4,1
Iowa,Union,1,0,0,,0,1,37,9,23,5,1
Iowa,Van Buren,10,0,2,,0,8,76,45,29,2,0
Iowa,Wapello,24,1,0,,0,23,116,49,53,14,2
Iowa,Wayne,9,0,1,,0,8,36,21,15,0,0
Iowa,Webster,14,0,0,,2,12,188,104,68,16,6
Iowa,Winneshiek,1,0,0,,0,1,7,3,4,0,0
Iowa,Worth,10,1,1,,0,8,55,20,33,2,0
Iowa,Wright,2,0,1,,0,1,13,5,8,0,0
Kansas,Butler,43,0,6,,3,34,470,168,267,35,6
Kansas,Doniphan,1,0,0,,0,1,58,26,29,3,1
Kansas,Harvey,7,0,1,,0,6,78,28,43,7,2
Kansas,Jackson,17,0,0,,0,17,90,34,51,5,1
Kansas,Jefferson,28,0,0,,0,28,267,67,176,24,4
Kansas,Johnson,50,0,14,,0,36,223,55,140,28,2
Kansas,Kingman,2,0,0,,0,2,42,13,28,1,1
Kansas,Leavenworth,46,0,4,,0,42,228,95,115,18,8
Kansas,Miami,26,0,4,,1,21,227,79,125,23,6
Kansas,Osage,7,0,1,,0,6,79,33,34,12,0
Kansas,Pottawatomie,37,2,2,,0,33,184,44,130,10,3
Kansas,Riley County Police Department,180,1,28,,30,121,"1,108",203,876,29,18
Kansas,Sumner,15,0,5,,1,9,147,71,69,7,5
Kansas,Wabaunsee,24,0,3,,0,21,64,26,30,8,3
Kansas,Wyandotte,23,0,2,,0,21,43,11,24,8,4
Kansas,Allen,11,0,1,,0,10,75,34,34,7,13
Kansas,Anderson,8,0,0,,0,8,43,19,24,0,0
Kansas,Barber,10,0,1,,0,9,32,5,24,3,0
Kansas,Barton,8,0,0,,0,8,173,76,86,11,0
Kansas,Bourbon,20,0,4,,0,16,86,41,36,9,2
Kansas,Brown,9,0,0,,0,9,53,17,32,4,2
Kansas,Chautauqua,2,0,0,,1,1,14,7,7,0,0
Kansas,Cherokee,33,0,3,,0,30,232,86,121,25,4
Kansas,Cheyenne,6,0,2,,0,4,30,10,18,2,0
Kansas,Clark,6,0,1,,0,5,36,10,21,5,0
Kansas,Clay,7,0,0,,0,7,28,15,11,2,0
Kansas,Cloud,10,0,0,,0,10,48,25,19,4,2
Kansas,Coffey,0,0,0,,0,0,38,6,23,9,0
Kansas,Cowley,18,0,3,,0,15,174,78,80,16,0
Kansas,Crawford,36,1,3,,1,31,207,82,109,16,2
Kansas,Dickinson,9,0,1,,0,8,120,62,50,8,1
Kansas,Ellis,15,0,0,,0,15,56,21,33,2,22
Kansas,Ellsworth,5,0,1,,0,4,52,22,28,2,2
Kansas,Finney,23,0,1,,1,21,176,49,119,8,1
Kansas,Ford,21,0,3,,0,18,116,43,70,3,2
Kansas,Franklin,37,0,3,,4,30,220,79,130,11,7
Kansas,Geary,14,0,3,,1,10,36,11,24,1,4
Kansas,Gove,3,0,0,,0,3,21,5,13,3,0
Kansas,Graham,3,0,0,,0,3,10,5,3,2,0
Kansas,Grant,4,0,0,,0,4,33,13,18,2,1
Kansas,Gray,13,0,4,,0,9,77,25,48,4,2
Kansas,Greeley,2,0,0,,0,2,4,3,1,0,0
Kansas,Greenwood,7,0,1,,0,6,117,50,54,13,0
Kansas,Harper,2,0,0,,0,2,42,7,29,6,2
Kansas,Haskell,10,1,2,,1,6,52,12,37,3,1
Kansas,Hodgeman,2,0,0,,0,2,22,8,12,2,1
Kansas,Kearny,11,0,3,,0,8,59,13,43,3,1
Kansas,Kiowa,6,0,2,,0,4,20,8,12,0,0
Kansas,Labette,11,0,0,,0,11,79,33,41,5,2
Kansas,Lane,3,0,0,,0,3,32,5,24,3,0
Kansas,Lincoln,1,0,0,,0,1,53,23,28,2,1
Kansas,Lyon,16,0,3,,0,13,96,19,75,2,7
Kansas,Marion,6,0,0,,0,6,85,33,47,5,1
Kansas,McPherson,9,1,0,,0,8,76,25,40,11,3
Kansas,Mitchell,3,0,2,,0,1,19,4,14,1,1
Kansas,Montgomery,34,0,3,,0,31,164,63,83,18,5
Kansas,Morris,3,0,0,,1,2,48,20,27,1,1
Kansas,Morton,4,0,0,,0,4,25,11,10,4,3
Kansas,Nemaha,9,0,1,,0,8,46,15,25,6,1
Kansas,Neosho,17,0,5,,0,12,97,36,54,7,9
Kansas,Ness,8,0,0,,0,8,31,11,17,3,0
Kansas,Norton,3,0,0,,0,3,15,3,10,2,0
Kansas,Osborne,2,0,2,,0,0,30,5,24,1,0
Kansas,Ottawa,5,0,0,,0,5,47,22,21,4,2
Kansas,Phillips,4,0,1,,0,3,7,2,5,0,0
Kansas,Pratt,2,0,0,,0,2,55,23,29,3,2
Kansas,Reno,19,0,5,,0,14,199,92,91,16,2
Kansas,Republic,4,0,0,,0,4,34,4,24,6,0
Kansas,Rice,3,0,0,,1,2,88,36,47,5,0
Kansas,Rooks,2,0,2,,0,0,15,6,8,1,0
Kansas,Rush,5,0,0,,0,5,71,24,47,0,3
Kansas,Russell,5,0,2,,0,3,56,25,29,2,0
Kansas,Saline,14,1,6,,0,7,126,37,70,19,0
Kansas,Scott,4,0,0,,0,4,24,4,17,3,1
Kansas,Seward,6,0,0,,0,6,20,5,11,4,0
Kansas,Thomas,5,0,0,,0,5,27,6,19,2,1
Kansas,Washington,4,0,0,,0,4,20,6,8,6,0
Kansas,Wichita,11,0,1,,0,10,19,6,11,2,0
Kansas,Wilson,9,0,1,,0,8,69,27,34,8,1
Kansas,Woodson,6,0,0,,0,6,65,30,32,3,1
Kentucky,Allen,6,0,2,,1,3,96,41,47,8,1
Kentucky,Boone,68,0,26,,21,21,"1,144",295,793,56,4
Kentucky,Bourbon,7,0,1,,3,3,92,50,39,3,0
Kentucky,Boyd,6,0,0,,0,6,94,15,71,8,0
Kentucky,Bracken,1,0,0,,0,1,62,29,28,5,0
Kentucky,Bullitt,21,2,6,,9,4,386,135,218,33,2
Kentucky,Butler,5,0,0,,1,4,53,23,24,6,1
Kentucky,Campbell,0,0,0,,0,0,5,0,5,0,0
Kentucky,Campbell County Police Department,24,1,12,,2,9,191,49,132,10,0
Kentucky,Christian,22,0,8,,5,9,307,114,171,22,1
Kentucky,Clark7,8,0,1,,3,4,,,128,6,0
Kentucky,Daviess,22,0,4,,1,17,465,129,317,19,1
Kentucky,Edmonson,9,0,0,,1,8,46,19,24,3,0
Kentucky,Gallatin,3,0,2,,1,0,65,28,33,4,0
Kentucky,Grant,11,2,0,,0,9,129,45,75,9,0
Kentucky,Greenup,5,0,1,,1,3,37,17,12,8,0
Kentucky,Hancock,1,0,1,,0,0,9,4,2,3,0
Kentucky,Hardin,14,1,2,,1,10,112,28,76,8,2
Kentucky,Henderson,7,0,2,,0,5,231,95,126,10,0
Kentucky,Henry,1,0,1,,0,0,9,6,1,2,0
Kentucky,Jessamine,6,0,2,,3,1,239,114,115,10,1
Kentucky,Kenton,7,0,0,,4,3,13,1,12,0,0
Kentucky,Kenton County Police Department,10,1,4,,1,4,163,65,91,7,1
Kentucky,Larue,4,0,1,,0,3,23,11,11,1,0
Kentucky,McLean,4,0,0,,0,4,54,23,27,4,0
Kentucky,Meade,15,0,1,,0,14,112,48,47,17,1
Kentucky,Oldham,2,0,1,,0,1,4,0,3,1,0
Kentucky,Oldham County Police Department,14,1,6,,4,3,425,136,280,9,2
Kentucky,Pendleton,2,0,0,,0,2,80,28,48,4,0
Kentucky,Scott,12,0,1,,5,6,193,70,111,12,0
Kentucky,Shelby,17,0,3,,6,8,405,110,276,19,2
Kentucky,Spencer,4,0,0,,1,3,85,33,46,6,0
Kentucky,Trigg,5,0,2,,0,3,74,29,38,7,0
Kentucky,Trimble,0,0,0,,0,0,4,3,1,0,0
Kentucky,Warren,27,0,7,,5,15,391,124,241,26,0
Kentucky,Woodford,0,0,0,,0,0,18,4,14,0,0
Kentucky,Adair,2,0,0,,1,1,48,28,16,4,0
Kentucky,Anderson,3,0,0,,1,2,43,20,20,3,0
Kentucky,Ballard,2,0,1,,0,1,109,51,47,11,1
Kentucky,Barren,9,0,2,,1,6,103,57,25,21,2
Kentucky,Bath,0,0,0,,0,0,1,0,1,0,0
Kentucky,Bell,18,0,1,,2,15,133,52,76,5,2
Kentucky,Boyle,11,0,1,,0,10,26,15,7,4,0
Kentucky,Breckinridge,3,0,0,,0,3,21,10,8,3,0
Kentucky,Caldwell,2,0,0,,0,2,56,30,18,8,1
Kentucky,Calloway,14,0,0,,0,14,216,95,108,13,0
Kentucky,Carlisle,1,0,0,,1,0,29,6,20,3,0
Kentucky,Carroll,2,0,0,,0,2,24,8,14,2,0
Kentucky,Carter,4,0,0,,1,3,61,23,35,3,0
Kentucky,Casey,1,0,0,,0,1,39,26,10,3,0
Kentucky,Clay,5,0,0,,0,5,81,18,51,12,1
Kentucky,Clinton,1,0,0,,0,1,1,1,0,0,0
Kentucky,Crittenden,2,0,1,,0,1,14,4,9,1,0
Kentucky,Cumberland,0,0,0,,0,0,28,20,7,1,0
Kentucky,Elliott,0,0,0,,0,0,1,0,1,0,0
Kentucky,Estill,4,0,0,,0,4,42,15,27,0,0
Kentucky,Fleming,2,0,0,,1,1,32,20,9,3,0
Kentucky,Floyd,2,0,0,,1,1,19,3,12,4,0
Kentucky,Franklin,16,0,6,,3,7,186,49,122,15,2
Kentucky,Fulton,0,0,0,,0,0,29,8,19,2,1
Kentucky,Garrard,7,0,0,,0,7,29,14,12,3,0
Kentucky,Graves,17,1,3,,1,12,218,94,116,8,1
Kentucky,Grayson,5,0,3,,0,2,109,62,41,6,0
Kentucky,Green,0,0,0,,0,0,6,2,1,3,1
Kentucky,Harlan,2,0,1,,0,1,12,6,6,0,0
Kentucky,Harrison,2,0,0,,1,1,178,73,97,8,1
Kentucky,Hart,3,0,1,,1,1,23,7,13,3,0
Kentucky,Hickman,0,0,0,,0,0,22,10,11,1,0
Kentucky,Hopkins,21,2,11,,3,5,320,136,149,35,6
Kentucky,Jackson County Police Department,2,0,0,,0,2,56,29,21,6,0
Kentucky,Johnson,8,0,2,,0,6,56,17,30,9,0
Kentucky,Knott,0,0,0,,0,0,21,4,13,4,0
Kentucky,Knox,4,0,0,,3,1,83,35,32,16,0
Kentucky,Laurel,17,1,0,,5,11,345,152,146,47,5
Kentucky,Lawrence,4,0,0,,2,2,51,28,15,8,0
Kentucky,Lee,0,0,0,,0,0,6,0,6,0,0
Kentucky,Leslie,1,1,0,,0,0,10,3,1,6,0
Kentucky,Letcher,1,0,1,,0,0,62,27,28,7,0
Kentucky,Lewis,3,1,0,,1,1,36,15,17,4,1
Kentucky,Lincoln,1,0,0,,0,1,42,21,12,9,1
Kentucky,Livingston,5,0,0,,1,4,70,31,34,5,0
Kentucky,Logan,21,0,10,,2,9,140,58,72,10,0
Kentucky,Lyon,0,0,0,,0,0,22,7,15,0,0
Kentucky,Madison,14,0,1,,7,6,303,87,197,19,2
Kentucky,Magoffin,0,0,0,,0,0,7,1,5,1,0
Kentucky,Marion,5,0,1,,1,3,47,24,19,4,0
Kentucky,Marshall,14,0,3,,0,11,262,127,121,14,5
Kentucky,Martin,6,0,0,,2,4,87,30,40,17,0
Kentucky,Mason,4,0,0,,1,3,87,40,44,3,0
